"","Date","Game","Name","Team","Cat","Side","Odds","Risk","ToWin","Result","Net","Unt"
"1191","11/22/2022","LAL@PHX","Lonnie Walker","LAL","Reb","U",-136,136,100,"W",100,1
"1192","11/22/2022","LAL@PHX","Russell Westbrook","LAL","Reb","U",-130,130,100,"W",100,1
"1193","11/22/2022","LAL@PHX","Devin Booker","PHX","Ast","O",104,96,100,"L",-96,-0.96
"1194","11/23/2022","MIN@IND","Tyrese Haliburton","IND","Ast","O",-106,106,100,"W",100,1
"1195","11/23/2022","MIN@IND","Anthony Edwards","MIN","Pts","U",-107,107,100,"W",100,1
"1196","11/23/2022","MIN@IND","Anthony Edwards","MIN","Ast","U",-139,139,100,"W",100,1
"1197","11/23/2022","MIN@IND","D'Angelo Russell","MIN","Pts","U",-125,125,100,"W",100,1
"1198","11/23/2022","MIN@IND","Karl-Anthony Towns","MIN","Ast","U",-106,106,100,"L",-106,-1.06
"1199","11/23/2022","PHI@CHA","Gordon Hayward","CHA","Reb","U",100,100,100,"W",100,1
"1200","11/23/2022","PHI@CHA","Jalen McDaniels","CHA","Ast","U",105,95,100,"W",100,1
"1201","11/23/2022","PHI@CHA","Mason Plumlee","CHA","Ast","U",-115,115,100,"L",-115,-1.15
"1202","11/23/2022","PHI@CHA","Nick Richards","CHA","Pts","U",100,100,100,"L",-100,-1
"1203","11/23/2022","PHI@CHA","PJ Washington","CHA","Reb","U",-130,130,100,"L",-130,-1.3
"1204","11/23/2022","PHI@CHA","De'Anthony Melton","PHI","Ast","U",-145,145,100,"W",100,1
"1205","11/23/2022","PHI@CHA","Shake Milton","PHI","Ast","U",117,85,100,"L",-85,-0.85
"1206","11/23/2022","POR@CLE","Darius Garland","CLE","Ast","U",-125,125,100,"L",-125,-1.25
"1207","11/23/2022","POR@CLE","Donovan Mitchell","CLE","Ast","U",125,80,100,"W",100,1
"1208","11/23/2022","POR@CLE","Donovan Mitchell","CLE","Reb","U",-110,110,100,"W",100,1
"1209","11/23/2022","POR@CLE","Evan Mobley","CLE","Pts","U",100,100,100,"W",100,1
"1210","11/23/2022","POR@CLE","Evan Mobley","CLE","Ast","U",-114,114,100,"L",-114,-1.14
"1211","11/23/2022","POR@CLE","Jarrett Allen","CLE","Reb","U",106,94,100,"L",-94,-0.94
"1212","11/23/2022","POR@CLE","Anfernee Simons","POR","Reb","U",130,77,100,"W",100,1
"1213","11/23/2022","POR@CLE","Drew Eubanks","POR","Pts","U",-118,118,100,"L",-118,-1.18
"1214","11/23/2022","POR@CLE","Jerami Grant","POR","Reb","U",122,82,100,"W",100,1
"1215","11/23/2022","POR@CLE","Josh Hart","POR","Ast","U",-141,141,100,"L",-141,-1.41
"1216","11/23/2022","POR@CLE","Jusuf Nurkic","POR","Ast","U",100,100,100,"W",100,1
"1217","11/23/2022","POR@CLE","Jusuf Nurkic","POR","Reb","U",-115,115,100,"W",100,1
"1218","11/23/2022","BKN@TOR","Ben Simmons","BKN","Pts","U",100,100,100,"L",-100,-1
"1219","11/23/2022","BKN@TOR","Kevin Durant","BKN","Ast","U",125,80,100,"L",-80,-0.8
"1220","11/23/2022","BKN@TOR","Kyrie Irving","BKN","Reb","U",-112,112,100,"W",100,1
"1221","11/23/2022","DAL@BOS","Al Horford","BOS","Pts","U",-113,113,100,"L",-113,-1.13
"1222","11/23/2022","DAL@BOS","Grant Williams","BOS","Reb","U",110,91,100,"W",100,1
"1223","11/23/2022","DAL@BOS","Jaylen Brown","BOS","Ast","U",-123,123,100,"L",-123,-1.23
"1224","11/23/2022","DAL@BOS","Jaylen Brown","BOS","Reb","U",114,88,100,"W",100,1
"1225","11/23/2022","DAL@BOS","Jayson Tatum","BOS","Ast","U",-127,127,100,"L",-127,-1.27
"1226","11/23/2022","DAL@BOS","Marcus Smart","BOS","Reb","U",-105,105,100,"W",100,1
"1227","11/23/2022","DAL@BOS","Christian Wood","DAL","Ast","U",-139,139,100,"W",100,1
"1228","11/23/2022","DAL@BOS","Luka Doncic","DAL","Ast","O",110,91,100,"W",100,1
"1229","11/23/2022","DAL@BOS","Spencer Dinwiddie","DAL","Pts","U",-108,108,100,"W",100,1
"1230","11/23/2022","DAL@BOS","Tim Hardaway Jr.","DAL","Ast","U",112,89,100,"L",-89,-0.89
"1231","11/23/2022","SAC@ATL","Clint Capela","ATL","Pts","U",-106,106,100,"W",100,1
"1232","11/23/2022","SAC@ATL","Clint Capela","ATL","Ast","U",155,65,100,"L",-65,-0.65
"1233","11/23/2022","SAC@ATL","Dejounte Murray","ATL","Reb","U",-140,140,100,"L",-140,-1.4
"1234","11/23/2022","SAC@ATL","John Collins","ATL","Reb","U",-130,130,100,"W",100,1
"1235","11/23/2022","SAC@ATL","De'Aaron Fox","SAC","Pts","U",-110,110,100,"W",100,1
"1236","11/23/2022","SAC@ATL","Domantas Sabonis","SAC","Ast","U",120,83,100,"L",-83,-0.83
"1237","11/23/2022","SAC@ATL","Harrison Barnes","SAC","Reb","U",-111,111,100,"L",-111,-1.11
"1238","11/23/2022","SAC@ATL","Kevin Huerter","SAC","Pts","U",-107,107,100,"W",100,1
"1239","11/23/2022","SAC@ATL","Malik Monk","SAC","Reb","U",-140,140,100,"W",100,1
"1240","11/23/2022","CHI@MIL","Ayo Dosunmu","CHI","Ast","U",135,74,100,"L",-74,-0.74
"1241","11/23/2022","CHI@MIL","Nikola Vucevic","CHI","Ast","U",130,77,100,"L",-77,-0.77
"1242","11/23/2022","CHI@MIL","Zach LaVine","CHI","Ast","U",-125,125,100,"L",-125,-1.25
"1243","11/23/2022","CHI@MIL","Giannis Antetokounmpo","MIL","Pts","O",118,85,100,"W",100,1
"1244","11/23/2022","DEN@OKC","Kentavious Caldwell-Pope","DEN","Reb","U",-142,142,100,"L",-142,-1.42
"1245","11/23/2022","DEN@OKC","Josh Giddey","OKC","Reb","U",100,100,100,"W",100,1
"1246","11/23/2022","DEN@OKC","Luguentz Dort","OKC","Ast","U",130,77,100,"W",100,1
"1247","11/23/2022","DEN@OKC","Luguentz Dort","OKC","Reb","U",-110,110,100,"L",-110,-1.1
"1248","11/23/2022","DEN@OKC","Luguentz Dort","OKC","Pts","U",-120,120,100,"L",-120,-1.2
"1249","11/23/2022","DEN@OKC","Shai Gilgeous-Alexander","OKC","Ast","U",118,85,100,"L",-85,-0.85
"1250","11/23/2022","DEN@OKC","Shai Gilgeous-Alexander","OKC","Reb","U",102,98,100,"L",-98,-0.98
"1251","11/23/2022","NOP@SAS","Herbert Jones","NOP","Reb","U",135,74,100,"W",100,1
"1252","11/23/2022","NOP@SAS","Jonas Valanciunas","NOP","Reb","U",-114,114,100,"L",-114,-1.14
"1253","11/23/2022","NOP@SAS","Jose Alvarado","NOP","Ast","U",125,80,100,"L",-80,-0.8
"1254","11/23/2022","NOP@SAS","Zion Williamson","NOP","Reb","U",-103,103,100,"L",-103,-1.03
"1255","11/23/2022","NOP@SAS","Keldon Johnson","SAS","Ast","U",-125,125,100,"W",100,1
"1256","11/23/2022","NOP@SAS","Keldon Johnson","SAS","Reb","U",-105,105,100,"W",100,1
"1257","11/23/2022","NOP@SAS","Tre Jones","SAS","Reb","U",120,83,100,"W",100,1
"1258","11/23/2022","DET@UTA","Bojan Bogdanovic","DET","Reb","U",-160,160,100,"L",-160,-1.6
"1259","11/23/2022","DET@UTA","Killian Hayes","DET","Ast","U",-130,130,100,"W",100,1
"1260","11/23/2022","DET@UTA","Collin Sexton","UTA","Reb","U",140,71,100,"W",100,1
"1261","11/23/2022","DET@UTA","Jordan Clarkson","UTA","Reb","U",-144,144,100,"W",100,1
"1262","11/23/2022","DET@UTA","Kelly Olynyk","UTA","Ast","U",110,91,100,"L",-91,-0.91
"1263","11/23/2022","DET@UTA","Lauri Markkanen","UTA","Reb","U",-125,125,100,"W",100,1
"1264","11/23/2022","LAC@GSW","Andrew Wiggins","GSW","Ast","U",-124,124,100,"W",100,1
"1265","11/23/2022","LAC@GSW","Andrew Wiggins","GSW","Reb","U",-130,130,100,"W",100,1
"1266","11/23/2022","LAC@GSW","Andrew Wiggins","GSW","Pts","U",-103,103,100,"L",-103,-1.03
"1267","11/23/2022","LAC@GSW","Draymond Green","GSW","Pts","U",-120,120,100,"L",-120,-1.2
"1268","11/23/2022","LAC@GSW","Draymond Green","GSW","Ast","U",-125,125,100,"L",-125,-1.25
"1269","11/23/2022","LAC@GSW","Draymond Green","GSW","Reb","U",-139,139,100,"W",100,1
"1270","11/23/2022","LAC@GSW","Jordan Poole","GSW","Ast","U",100,100,100,"L",-100,-1
"1271","11/23/2022","LAC@GSW","Stephen Curry","GSW","Ast","O",-115,115,100,"W",100,1
"1272","11/25/2022","MIN@CHA","Jalen McDaniels","CHA","Ast","U",140,71,100,"L",-71,-0.71
"1273","11/25/2022","MIN@CHA","PJ Washington","CHA","Ast","U",-175,175,100,"W",100,1
"1274","11/25/2022","MIN@CHA","Anthony Edwards","MIN","Pts","U",-105,105,100,"L",-105,-1.05
