"","Date","Game","Name","Team","Cat","Side","Odds","Risk","ToWin","Result","Net","Unt"
"2107","12/16/2022","MIN@OKC","Josh Giddey","OKC","Ast","U",116,86,100,"L",-86,-0.86
"2108","12/16/2022","MIN@OKC","Shai Gilgeous-Alexander","OKC","Ast","U",-125,125,100,"W",100,1
"2109","12/16/2022","MIN@OKC","Shai Gilgeous-Alexander","OKC","Reb","U",-139,139,100,"L",-139,-1.39
"2110","12/16/2022","NYK@CHI","Alex Caruso","CHI","Pts","U",-110,110,100,"L",-110,-1.1
"2111","12/16/2022","NYK@CHI","Zach LaVine","CHI","Ast","U",120,83,100,"W",100,1
"2112","12/16/2022","NYK@CHI","Julius Randle","NYK","Pts","U",-112,112,100,"W",100,1
"2113","12/16/2022","NYK@CHI","Julius Randle","NYK","Ast","U",126,79,100,"L",-79,-0.79
"2114","12/16/2022","NYK@CHI","Quentin Grimes","NYK","Pts","U",-110,110,100,"L",-110,-1.1
"2115","12/16/2022","POR@DAL","Luka Doncic","DAL","Reb","U",-110,110,100,"W",100,1
"2116","12/16/2022","POR@DAL","Spencer Dinwiddie","DAL","Pts","U",100,100,100,"W",100,1
"2117","12/16/2022","POR@DAL","Anfernee Simons","POR","Ast","U",110,91,100,"W",100,1
"2118","12/16/2022","POR@DAL","Anfernee Simons","POR","Reb","U",123,81,100,"W",100,1
"2119","12/16/2022","POR@DAL","Damian Lillard","POR","Reb","U",-152,152,100,"W",100,1
"2120","12/16/2022","POR@DAL","Jerami Grant","POR","Pts","U",-115,115,100,"W",100,1
"2121","12/16/2022","POR@DAL","Jerami Grant","POR","Ast","U",-167,167,100,"W",100,1
"2122","12/16/2022","POR@DAL","Jerami Grant","POR","Reb","U",-132,132,100,"W",100,1
"2123","12/16/2022","POR@DAL","Jusuf Nurkic","POR","Ast","U",-115,115,100,"W",100,1
"2124","12/16/2022","DEN@LAL","Aaron Gordon","DEN","Ast","U",135,74,100,"W",100,1
"2125","12/16/2022","DEN@LAL","Aaron Gordon","DEN","Reb","U",100,100,100,"W",100,1
"2126","12/16/2022","DEN@LAL","Bruce Brown","DEN","Pts","U",100,100,100,"L",-100,-1
"2127","12/16/2022","DEN@LAL","Bruce Brown","DEN","Ast","U",-145,145,100,"L",-145,-1.45
"2128","12/16/2022","DEN@LAL","Bruce Brown","DEN","Reb","U",110,91,100,"L",-91,-0.91
"2129","12/16/2022","DEN@LAL","Jamal Murray","DEN","Ast","U",-142,142,100,"L",-142,-1.42
"2130","12/16/2022","DEN@LAL","Nikola Jokic","DEN","Reb","U",-134,134,100,"W",100,1
"2131","12/16/2022","DEN@LAL","Anthony Davis","LAL","Ast","U",128,78,100,"W",100,1
"2132","12/16/2022","DEN@LAL","Austin Reaves","LAL","Ast","U",-127,127,100,"W",100,1
"2133","12/16/2022","DEN@LAL","Dennis Schroder","LAL","Pts","U",-105,105,100,"L",-105,-1.05
"2134","12/16/2022","DEN@LAL","Dennis Schroder","LAL","Reb","U",140,71,100,"W",100,1
"2135","12/16/2022","DEN@LAL","LeBron James","LAL","Reb","U",-106,106,100,"L",-106,-1.06
"2136","12/16/2022","DEN@LAL","Lonnie Walker","LAL","Pts","U",-105,105,100,"W",100,1
"2137","12/16/2022","DEN@LAL","Patrick Beverley","LAL","Pts","U",-125,125,100,"L",-125,-1.25
"2138","12/16/2022","DEN@LAL","Patrick Beverley","LAL","Reb","U",-130,130,100,"L",-130,-1.3
"2139","12/16/2022","DEN@LAL","Russell Westbrook","LAL","Reb","U",-114,114,100,"L",-114,-1.14
"2140","12/17/2022","WAS@LAC","Terance Mann","LAC","Ast","U",-150,150,100,"L",-150,-1.5
"2141","12/17/2022","WAS@LAC","Terance Mann","LAC","Reb","O",125,80,100,"W",100,1
"2142","12/17/2022","WAS@LAC","Deni Avdija","WAS","Pts","U",-106,106,100,"L",-106,-1.06
"2143","12/17/2022","WAS@LAC","Kyle Kuzma","WAS","Reb","U",110,91,100,"W",100,1
"2144","12/17/2022","MIA@SAS","Victor Oladipo","MIA","Pts","U",-115,115,100,"W",100,1
"2145","12/17/2022","MIA@SAS","Keldon Johnson","SAS","Reb","U",-140,140,100,"W",100,1
"2146","12/17/2022","DAL@CLE","Evan Mobley","CLE","Pts","U",-115,115,100,"L",-115,-1.15
"2147","12/17/2022","MEM@OKC","John Konchar","MEM","Ast","U",-123,123,100,"L",-123,-1.23
"2148","12/17/2022","MEM@OKC","Santi Aldama","MEM","Pts","U",-105,105,100,"W",100,1
"2149","12/17/2022","MEM@OKC","Luguentz Dort","OKC","Ast","U",-117,117,100,"L",-117,-1.17
"2150","12/17/2022","MEM@OKC","Luguentz Dort","OKC","Reb","U",115,87,100,"L",-87,-0.87
"2151","12/17/2022","POR@HOU","Alperen Sengun","HOU","Pts","U",-103,103,100,"W",100,1
"2152","12/17/2022","POR@HOU","Alperen Sengun","HOU","Ast","U",-140,140,100,"W",100,1
"2153","12/17/2022","POR@HOU","Eric Gordon","HOU","Ast","U",-117,117,100,"W",100,1
"2154","12/17/2022","POR@HOU","Jabari Smith Jr","HOU","Pts","U",-105,105,100,"W",100,1
"2155","12/17/2022","POR@HOU","Jabari Smith Jr","HOU","Ast","U",130,77,100,"W",100,1
"2156","12/17/2022","POR@HOU","Jalen Green","HOU","Pts","U",-110,110,100,"W",100,1
"2157","12/17/2022","POR@HOU","Kevin Porter","HOU","Ast","U",-120,120,100,"W",100,1
"2158","12/17/2022","POR@HOU","Anfernee Simons","POR","Reb","U",133,75,100,"W",100,1
"2159","12/17/2022","UTA@MIL","Brook Lopez","MIL","Reb","U",110,91,100,"L",-91,-0.91
"2160","12/17/2022","UTA@MIL","Jarred Vanderbilt","UTA","Pts","U",100,100,100,"W",100,1
"2161","12/17/2022","UTA@MIL","Kelly Olynyk","UTA","Ast","U",115,87,100,"W",100,1
"2162","12/17/2022","UTA@MIL","Mike Conley","UTA","Pts","U",-125,125,100,"W",100,1
"2163","12/17/2022","NOP@PHX","Herbert Jones","NOP","Ast","U",130,77,100,"L",-77,-0.77
"2164","12/17/2022","NOP@PHX","Jonas Valanciunas","NOP","Ast","U",-110,110,100,"W",100,1
"2165","12/17/2022","NOP@PHX","Bismack Biyombo","PHX","Pts","U",112,89,100,"L",-89,-0.89
"2166","12/17/2022","NOP@PHX","Devin Booker","PHX","Ast","U",-135,135,100,"W",100,1
"2167","12/17/2022","NOP@PHX","Devin Booker","PHX","Reb","U",114,88,100,"L",-88,-0.88
"2168","12/17/2022","NOP@PHX","Mikal Bridges","PHX","Ast","U",-105,105,100,"W",100,1
"2169","12/17/2022","NOP@PHX","Mikal Bridges","PHX","Reb","U",118,85,100,"W",100,1
"2170","12/18/2022","ORL@BOS","Grant Williams","BOS","Reb","U",100,100,100,"L",-100,-1
"2171","12/18/2022","ORL@BOS","Jaylen Brown","BOS","Reb","U",-120,120,100,"L",-120,-1.2
"2172","12/18/2022","ORL@BOS","Cole Anthony","ORL","Pts","U",-120,120,100,"W",100,1
"2173","12/18/2022","ORL@BOS","Markelle Fultz","ORL","Pts","U",-108,108,100,"W",100,1
"2174","12/18/2022","ORL@BOS","Paolo Banchero","ORL","Reb","U",-140,140,100,"W",100,1
"2175","12/18/2022","ORL@BOS","Terrence Ross","ORL","Ast","U",160,63,100,"L",-63,-0.63
"2176","12/18/2022","NYK@IND","Andrew Nembhard","IND","Ast","U",-122,122,100,"W",100,1
"2177","12/18/2022","NYK@IND","Tyrese Haliburton","IND","Reb","U",-148,148,100,"W",100,1
"2178","12/18/2022","NYK@IND","Julius Randle","NYK","Pts","U",-110,110,100,"W",100,1
"2179","12/18/2022","NYK@IND","Julius Randle","NYK","Ast","U",135,74,100,"W",100,1
"2180","12/18/2022","NYK@IND","Quentin Grimes","NYK","Pts","U",100,100,100,"W",100,1
"2181","12/18/2022","NYK@IND","Quentin Grimes","NYK","Ast","U",140,71,100,"L",-71,-0.71
"2182","12/18/2022","NYK@IND","RJ Barrett","NYK","Ast","U",-159,159,100,"W",100,1
"2183","12/18/2022","BKN@DET","Kyrie Irving","BKN","Ast","U",-114,114,100,"W",100,1
"2184","12/18/2022","BKN@DET","Royce O'Neale","BKN","Ast","U",108,93,100,"W",100,1
"2185","12/18/2022","BKN@DET","Bojan Bogdanovic","DET","Reb","U",-104,104,100,"W",100,1
"2186","12/18/2022","BKN@DET","Isaiah Stewart","DET","Reb","U",110,91,100,"W",100,1
"2187","12/18/2022","BKN@DET","Killian Hayes","DET","Reb","U",135,74,100,"L",-74,-0.74
"2188","12/18/2022","GSW@TOR","Draymond Green","GSW","Pts","U",-105,105,100,"L",-105,-1.05
"2189","12/18/2022","CHI@MIN","Alex Caruso","CHI","Ast","U",-135,135,100,"W",100,1
"2190","12/18/2022","CHI@MIN","Alex Caruso","CHI","Reb","U",-141,141,100,"W",100,1
"2191","12/18/2022","CHI@MIN","DeMar DeRozan","CHI","Reb","U",-112,112,100,"W",100,1
"2192","12/18/2022","CHI@MIN","Nikola Vucevic","CHI","Pts","U",-110,110,100,"L",-110,-1.1
"2193","12/18/2022","CHI@MIN","Nikola Vucevic","CHI","Ast","U",125,80,100,"L",-80,-0.8
"2194","12/18/2022","CHI@MIN","Zach LaVine","CHI","Ast","U",120,83,100,"L",-83,-0.83
"2195","12/18/2022","CHI@MIN","Zach LaVine","CHI","Reb","U",105,95,100,"W",100,1
"2196","12/18/2022","CHA@DEN","Gordon Hayward","CHA","Reb","U",130,77,100,"L",-77,-0.77
"2197","12/18/2022","CHA@DEN","LaMelo Ball","CHA","Reb","U",125,80,100,"L",-80,-0.8
"2198","12/18/2022","CHA@DEN","Aaron Gordon","DEN","Reb","U",120,83,100,"L",-83,-0.83
"2199","12/18/2022","CHA@DEN","Bruce Brown","DEN","Pts","U",100,100,100,"L",-100,-1
"2200","12/18/2022","CHA@DEN","Bruce Brown","DEN","Ast","U",-105,105,100,"L",-105,-1.05
"2201","12/18/2022","CHA@DEN","Bruce Brown","DEN","Reb","U",120,83,100,"W",100,1
"2202","12/18/2022","CHA@DEN","Kentavious Caldwell-Pope","DEN","Pts","U",100,100,100,"L",-100,-1
"2203","12/18/2022","WAS@LAL","Bradley Beal","WAS","Reb","U",-135,135,100,"W",100,1
"2204","12/18/2022","WAS@LAL","Kyle Kuzma","WAS","Reb","U",-125,125,100,"L",-125,-1.25
"2205","12/19/2022","TOR@PHI","De'Anthony Melton","PHI","Pts","U",-118,118,100,"W",100,1
"2206","12/19/2022","TOR@PHI","James Harden","PHI","Reb","U",-140,140,100,"L",-140,-1.4
"2207","12/19/2022","TOR@PHI","Joel Embiid","PHI","Reb","U",-105,105,100,"L",-105,-1.05
"2208","12/19/2022","TOR@PHI","Shake Milton","PHI","Pts","U",-110,110,100,"W",100,1
"2209","12/19/2022","TOR@PHI","Shake Milton","PHI","Ast","U",116,86,100,"L",-86,-0.86
"2210","12/19/2022","TOR@PHI","Tobias Harris","PHI","Pts","U",-118,118,100,"L",-118,-1.18
"2211","12/19/2022","TOR@PHI","Fred VanVleet","TOR","Pts","U",-105,105,100,"W",100,1
"2212","12/19/2022","TOR@PHI","Scottie Barnes","TOR","Reb","U",102,98,100,"W",100,1
"2213","12/19/2022","UTA@CLE","Caris LeVert","CLE","Reb","U",120,83,100,"L",-83,-0.83
"2214","12/19/2022","UTA@CLE","Lauri Markkanen","UTA","Pts","U",-125,125,100,"L",-125,-1.25
"2215","12/19/2022","ORL@ATL","De'Andre Hunter","ATL","Reb","U",135,74,100,"L",-74,-0.74
"2216","12/19/2022","ORL@ATL","Onyeka Okongwu","ATL","Reb","U",-115,115,100,"W",100,1
"2217","12/19/2022","ORL@ATL","Trae Young","ATL","Reb","U",140,71,100,"L",-71,-0.71
"2218","12/19/2022","ORL@ATL","Markelle Fultz","ORL","Pts","U",-120,120,100,"L",-120,-1.2
"2219","12/19/2022","ORL@ATL","Markelle Fultz","ORL","Ast","U",-130,130,100,"L",-130,-1.3
"2220","12/19/2022","ORL@ATL","Mo Bamba","ORL","Pts","U",-115,115,100,"L",-115,-1.15
"2221","12/19/2022","ORL@ATL","Paolo Banchero","ORL","Reb","U",-130,130,100,"W",100,1
"2222","12/19/2022","MIL@NOP","CJ McCollum","NOP","Ast","U",-130,130,100,"L",-130,-1.3
"2223","12/19/2022","MIL@NOP","Dyson Daniels","NOP","Ast","U",145,69,100,"W",100,1
"2224","12/19/2022","MIL@NOP","Herbert Jones","NOP","Ast","U",-199,199,100,"W",100,1
"2225","12/19/2022","MIL@NOP","Jonas Valanciunas","NOP","Ast","U",-129,129,100,"L",-129,-1.29
"2226","12/19/2022","MIL@NOP","Naji Marshall","NOP","Ast","U",-155,155,100,"W",100,1
"2227","12/19/2022","POR@OKC","Luguentz Dort","OKC","Ast","U",120,83,100,"W",100,1
"2228","12/19/2022","POR@OKC","Luguentz Dort","OKC","Reb","U",110,91,100,"W",100,1
"2229","12/19/2022","POR@OKC","Shai Gilgeous-Alexander","OKC","Reb","U",-115,115,100,"W",100,1
"2230","12/19/2022","POR@OKC","Jerami Grant","POR","Reb","U",-105,105,100,"L",-105,-1.05
"2231","12/19/2022","SAS@HOU","Alperen Sengun","HOU","Pts","U",-124,124,100,"L",-124,-1.24
"2232","12/19/2022","SAS@HOU","Alperen Sengun","HOU","Ast","U",-150,150,100,"L",-150,-1.5
"2233","12/19/2022","SAS@HOU","Jabari Smith Jr","HOU","Pts","U",-118,118,100,"W",100,1
"2234","12/19/2022","SAS@HOU","Jalen Green","HOU","Pts","U",-110,110,100,"W",100,1
"2235","12/19/2022","LAL@PHX","Chris Paul","PHX","Pts","U",-112,112,100,"L",-112,-1.12
"2236","12/19/2022","LAL@PHX","Mikal Bridges","PHX","Ast","U",-150,150,100,"W",100,1
"2237","12/19/2022","CHA@SAC","Gordon Hayward","CHA","Reb","U",-125,125,100,"L",-125,-1.25
"2238","12/19/2022","CHA@SAC","Kelly Oubre","CHA","Reb","U",-130,130,100,"L",-130,-1.3
"2239","12/19/2022","CHA@SAC","LaMelo Ball","CHA","Reb","U",130,77,100,"L",-77,-0.77
"2240","12/19/2022","CHA@SAC","De'Aaron Fox","SAC","Ast","U",105,95,100,"W",100,1
"2241","12/19/2022","CHA@SAC","De'Aaron Fox","SAC","Reb","U",115,87,100,"L",-87,-0.87
"2242","12/19/2022","CHA@SAC","Domantas Sabonis","SAC","Pts","U",-121,121,100,"L",-121,-1.21
"2243","12/20/2022","UTA@DET","Alec Burks","DET","Ast","U",125,80,100,"L",-80,-0.8
"2244","12/20/2022","UTA@DET","Bojan Bogdanovic","DET","Reb","U",-114,114,100,"W",100,1
"2245","12/20/2022","UTA@DET","Isaiah Stewart","DET","Ast","U",175,57,100,"L",-57,-0.57
"2246","12/20/2022","UTA@DET","Jaden Ivey","DET","Ast","U",-145,145,100,"L",-145,-1.45
"2247","12/20/2022","UTA@DET","Jalen Duren","DET","Ast","U",150,67,100,"W",100,1
"2248","12/20/2022","UTA@DET","Killian Hayes","DET","Pts","U",-115,115,100,"W",100,1
"2249","12/20/2022","UTA@DET","Marvin Bagley III","DET","Pts","U",-123,123,100,"W",100,1
"2250","12/20/2022","UTA@DET","Marvin Bagley III","DET","Reb","U",-120,120,100,"W",100,1
"2251","12/20/2022","UTA@DET","Jordan Clarkson","UTA","Reb","U",114,88,100,"L",-88,-0.88
"2252","12/20/2022","UTA@DET","Walker Kessler","UTA","Pts","U",100,100,100,"L",-100,-1
"2253","12/20/2022","CHI@MIA","Alex Caruso","CHI","Reb","U",135,74,100,"L",-74,-0.74
"2254","12/20/2022","CHI@MIA","Coby White","CHI","Pts","U",-123,123,100,"L",-123,-1.23
"2255","12/20/2022","CHI@MIA","DeMar DeRozan","CHI","Pts","U",-106,106,100,"W",100,1
"2256","12/20/2022","CHI@MIA","DeMar DeRozan","CHI","Reb","U",-130,130,100,"W",100,1
"2257","12/20/2022","CHI@MIA","Nikola Vucevic","CHI","Pts","U",-110,110,100,"L",-110,-1.1
"2258","12/20/2022","CHI@MIA","Patrick Williams","CHI","Reb","U",125,80,100,"W",100,1
"2259","12/20/2022","CHI@MIA","Zach LaVine","CHI","Ast","U",123,81,100,"L",-81,-0.81
"2260","12/20/2022","GSW@NYK","Quentin Grimes","NYK","Pts","U",-105,105,100,"L",-105,-1.05
"2261","12/20/2022","GSW@NYK","Quentin Grimes","NYK","Ast","U",143,70,100,"L",-70,-0.7
"2262","12/20/2022","GSW@NYK","RJ Barrett","NYK","Pts","U",-105,105,100,"W",100,1
"2263","12/20/2022","WAS@PHX","Deandre Ayton","PHX","Ast","U",-155,155,100,"W",100,1
"2264","12/20/2022","WAS@PHX","Mikal Bridges","PHX","Ast","U",-150,150,100,"W",100,1
"2265","12/20/2022","WAS@PHX","Bradley Beal","WAS","Reb","U",125,80,100,"L",-80,-0.8
"2266","12/20/2022","WAS@PHX","Kyle Kuzma","WAS","Reb","U",112,89,100,"W",100,1
"2267","12/20/2022","MEM@DEN","Aaron Gordon","DEN","Reb","U",100,100,100,"L",-100,-1
"2268","12/20/2022","MEM@DEN","Brandon Clarke","MEM","Reb","U",-135,135,100,"W",100,1
"2269","12/20/2022","MEM@DEN","Ja Morant","MEM","Pts","U",-104,104,100,"L",-104,-1.04
"2270","12/20/2022","MEM@DEN","Jaren Jackson Jr.","MEM","Pts","U",108,93,100,"W",100,1
"2271","12/20/2022","MEM@DEN","John Konchar","MEM","Pts","U",-115,115,100,"W",100,1
"2272","12/20/2022","MEM@DEN","John Konchar","MEM","Reb","U",-125,125,100,"W",100,1
"2273","12/20/2022","MEM@DEN","Santi Aldama","MEM","Pts","U",112,89,100,"W",100,1
"2274","12/20/2022","MEM@DEN","Santi Aldama","MEM","Reb","U",-140,140,100,"W",100,1
"2275","12/21/2022","DET@PHI","Isaiah Stewart","DET","Pts","U",-120,120,100,"W",100,1
"2276","12/21/2022","DET@PHI","Isaiah Stewart","DET","Ast","U",170,59,100,"L",-59,-0.59
"2277","12/21/2022","DET@PHI","Killian Hayes","DET","Pts","U",-115,115,100,"L",-115,-1.15
"2278","12/21/2022","DET@PHI","De'Anthony Melton","PHI","Pts","U",-105,105,100,"W",100,1
"2279","12/21/2022","DET@PHI","James Harden","PHI","Reb","U",-150,150,100,"W",100,1
"2280","12/21/2022","DET@PHI","Joel Embiid","PHI","Reb","U",-137,137,100,"W",100,1
"2281","12/21/2022","DET@PHI","Shake Milton","PHI","Pts","U",-130,130,100,"W",100,1
"2282","12/21/2022","DET@PHI","Shake Milton","PHI","Reb","U",110,91,100,"L",-91,-0.91
"2283","12/21/2022","DET@PHI","Tobias Harris","PHI","Pts","U",-109,109,100,"L",-109,-1.09
"2284","12/21/2022","MIL@CLE","Donovan Mitchell","CLE","Ast","U",135,74,100,"L",-74,-0.74
"2285","12/21/2022","MIL@CLE","Evan Mobley","CLE","Pts","U",-106,106,100,"W",100,1
"2286","12/21/2022","MIL@CLE","Evan Mobley","CLE","Ast","U",-124,124,100,"W",100,1
"2287","12/21/2022","MIL@CLE","Isaac Okoro","CLE","Ast","U",165,61,100,"L",-61,-0.61
"2288","12/21/2022","MIL@CLE","Kevin Love","CLE","Ast","U",105,95,100,"L",-95,-0.95
"2289","12/21/2022","MIL@CLE","Giannis Antetokounmpo","MIL","Ast","U",-145,145,100,"W",100,1
"2290","12/21/2022","MIL@CLE","Giannis Antetokounmpo","MIL","Reb","U",-134,134,100,"L",-134,-1.34
"2291","12/21/2022","MIL@CLE","Grayson Allen","MIL","Ast","U",130,77,100,"L",-77,-0.77
"2292","12/21/2022","CHI@ATL","Bogdan Bogdanovic","ATL","Ast","U",100,100,100,"L",-100,-1
"2293","12/21/2022","CHI@ATL","Bogdan Bogdanovic","ATL","Reb","U",100,100,100,"W",100,1
"2294","12/21/2022","CHI@ATL","DeMar DeRozan","CHI","Ast","U",118,85,100,"L",-85,-0.85
"2295","12/21/2022","CHI@ATL","DeMar DeRozan","CHI","Reb","U",-127,127,100,"L",-127,-1.27
"2296","12/21/2022","CHI@ATL","Nikola Vucevic","CHI","Pts","U",-110,110,100,"L",-110,-1.1
"2297","12/21/2022","CHI@ATL","Nikola Vucevic","CHI","Ast","U",125,80,100,"W",100,1
"2298","12/21/2022","CHI@ATL","Zach LaVine","CHI","Ast","U",-105,105,100,"L",-105,-1.05
"2299","12/21/2022","GSW@BKN","Ben Simmons","BKN","Pts","U",-103,103,100,"L",-103,-1.03
"2300","12/21/2022","GSW@BKN","Joe Harris","BKN","Pts","U",-120,120,100,"L",-120,-1.2
"2301","12/21/2022","GSW@BKN","Royce O'Neale","BKN","Pts","U",-110,110,100,"L",-110,-1.1
"2302","12/21/2022","GSW@BKN","Royce O'Neale","BKN","Ast","U",106,94,100,"W",100,1
"2303","12/21/2022","GSW@BKN","Kevon Looney","GSW","Pts","U",100,100,100,"W",100,1
"2304","12/21/2022","IND@BOS","Al Horford","BOS","Pts","U",-115,115,100,"W",100,1
"2305","12/21/2022","IND@BOS","Al Horford","BOS","Ast","U",-134,134,100,"L",-134,-1.34
"2306","12/21/2022","IND@BOS","Grant Williams","BOS","Pts","U",-125,125,100,"W",100,1
"2307","12/21/2022","IND@BOS","Grant Williams","BOS","Reb","U",-115,115,100,"L",-115,-1.15
"2308","12/21/2022","IND@BOS","Andrew Nembhard","IND","Ast","U",130,77,100,"L",-77,-0.77
"2309","12/21/2022","TOR@NYK","Mitchell Robinson","NYK","Pts","U",-130,130,100,"L",-130,-1.3
"2310","12/21/2022","TOR@NYK","RJ Barrett","NYK","Ast","U",130,77,100,"L",-77,-0.77
"2311","12/21/2022","TOR@NYK","Fred VanVleet","TOR","Pts","U",104,96,100,"L",-96,-0.96
"2312","12/21/2022","DAL@MIN","Reggie Bullock","DAL","Pts","U",-120,120,100,"L",-120,-1.2
"2313","12/21/2022","DAL@MIN","Spencer Dinwiddie","DAL","Pts","U",-106,106,100,"L",-106,-1.06
"2314","12/21/2022","DAL@MIN","Tim Hardaway Jr.","DAL","Pts","U",110,91,100,"L",-91,-0.91
"2315","12/21/2022","DAL@MIN","D'Angelo Russell","MIN","Reb","U",134,75,100,"L",-75,-0.75
"2316","12/21/2022","DAL@MIN","Jaden McDaniels","MIN","Pts","U",100,100,100,"W",100,1
"2317","12/21/2022","DAL@MIN","Jaden McDaniels","MIN","Ast","U",126,79,100,"L",-79,-0.79
"2318","12/21/2022","ORL@HOU","Alperen Sengun","HOU","Ast","U",-172,172,100,"L",-172,-1.72
"2319","12/21/2022","ORL@HOU","Eric Gordon","HOU","Ast","U",-170,170,100,"L",-170,-1.7
"2320","12/21/2022","ORL@HOU","Jabari Smith Jr","HOU","Pts","U",-109,109,100,"W",100,1
"2321","12/21/2022","ORL@HOU","Jabari Smith Jr","HOU","Ast","U",135,74,100,"W",100,1
"2322","12/21/2022","ORL@HOU","Jabari Smith Jr","HOU","Reb","U",-121,121,100,"W",100,1
"2323","12/21/2022","ORL@HOU","Jalen Green","HOU","Pts","U",-120,120,100,"W",100,1
"2324","12/21/2022","ORL@HOU","Tari Eason","HOU","Pts","U",-120,120,100,"W",100,1
"2325","12/21/2022","ORL@HOU","Tari Eason","HOU","Reb","U",-115,115,100,"W",100,1
"2326","12/21/2022","ORL@HOU","Bol Bol","ORL","Ast","U",-179,179,100,"W",100,1
"2327","12/21/2022","ORL@HOU","Franz Wagner","ORL","Reb","U",-122,122,100,"W",100,1
"2328","12/21/2022","ORL@HOU","Markelle Fultz","ORL","Pts","U",-115,115,100,"W",100,1
"2329","12/21/2022","ORL@HOU","Markelle Fultz","ORL","Ast","U",-148,148,100,"W",100,1
"2330","12/21/2022","ORL@HOU","Moritz Wagner","ORL","Pts","U",-108,108,100,"W",100,1
"2331","12/21/2022","ORL@HOU","Paolo Banchero","ORL","Pts","U",-103,103,100,"L",-103,-1.03
"2332","12/21/2022","ORL@HOU","Paolo Banchero","ORL","Reb","U",-110,110,100,"L",-110,-1.1
"2333","12/21/2022","ORL@HOU","Terrence Ross","ORL","Pts","U",-125,125,100,"W",100,1
"2334","12/21/2022","POR@OKC","Josh Giddey","OKC","Ast","U",104,96,100,"L",-96,-0.96
"2335","12/21/2022","POR@OKC","Luguentz Dort","OKC","Ast","U",-169,169,100,"L",-169,-1.69
"2336","12/21/2022","POR@OKC","Shai Gilgeous-Alexander","OKC","Reb","U",116,86,100,"L",-86,-0.86
"2337","12/21/2022","POR@OKC","Shai Gilgeous-Alexander","OKC","Ast","U",125,80,100,"W",100,1
"2338","12/21/2022","POR@OKC","Anfernee Simons","POR","Ast","U",112,89,100,"L",-89,-0.89
"2339","12/21/2022","POR@OKC","Anfernee Simons","POR","Reb","U",120,83,100,"W",100,1
"2340","12/21/2022","POR@OKC","Jerami Grant","POR","Pts","U",-115,115,100,"W",100,1
"2341","12/21/2022","POR@OKC","Jerami Grant","POR","Ast","U",-150,150,100,"L",-150,-1.5
"2342","12/21/2022","POR@OKC","Jerami Grant","POR","Reb","U",-115,115,100,"L",-115,-1.15
"2343","12/21/2022","LAL@SAC","De'Aaron Fox","SAC","Pts","U",-106,106,100,"W",100,1
"2344","12/21/2022","LAL@SAC","De'Aaron Fox","SAC","Ast","U",-114,114,100,"W",100,1
"2345","12/21/2022","LAL@SAC","Domantas Sabonis","SAC","Pts","U",-114,114,100,"W",100,1
"2346","12/21/2022","CHA@LAC","Gordon Hayward","CHA","Reb","U",-106,106,100,"L",-106,-1.06
"2347","12/21/2022","CHA@LAC","Nick Richards","CHA","Pts","U",-125,125,100,"W",100,1
"2348","12/21/2022","CHA@LAC","Kawhi Leonard","LAC","Ast","U",-129,129,100,"W",100,1
"2349","12/22/2022","SAS@NOP","Jose Alvarado","NOP","Pts","U",-109,109,100,"W",100,1
"2350","12/22/2022","SAS@NOP","Herbert Jones","NOP","Ast","U",-118,118,100,"W",100,1
"2351","12/22/2022","SAS@NOP","CJ McCollum","NOP","Reb","U",-113,113,100,"L",-113,-1.13
"2352","12/22/2022","WAS@UTA","Kyle Kuzma","WAS","Reb","U",-125,125,100,"W",100,1
"2353","12/22/2022","WAS@UTA","Bradley Beal","WAS","Reb","U",-117,117,100,"L",-117,-1.17
"2354","12/23/2022","LAC@PHI","Ivica Zubac","LAC","Ast","U",155,65,100,"L",-65,-0.65
"2355","12/23/2022","LAC@PHI","Kawhi Leonard","LAC","Ast","U",120,83,100,"L",-83,-0.83
"2356","12/23/2022","LAC@PHI","Marcus Morris","LAC","Pts","U",-110,110,100,"W",100,1
"2357","12/23/2022","LAC@PHI","Norman Powell","LAC","Ast","U",-115,115,100,"L",-115,-1.15
"2358","12/23/2022","LAC@PHI","Paul George","LAC","Pts","U",-110,110,100,"L",-110,-1.1
"2359","12/23/2022","LAC@PHI","Paul George","LAC","Ast","U",-114,114,100,"W",100,1
"2360","12/23/2022","LAC@PHI","Reggie Jackson","LAC","Pts","U",-105,105,100,"W",100,1
"2361","12/23/2022","LAC@PHI","James Harden","PHI","Reb","U",-155,155,100,"L",-155,-1.55
"2362","12/23/2022","LAC@PHI","Shake Milton","PHI","Pts","U",-140,140,100,"L",-140,-1.4
"2363","12/23/2022","LAC@PHI","Tobias Harris","PHI","Pts","U",100,100,100,"W",100,1
"2364","12/23/2022","SAS@ORL","Markelle Fultz","ORL","Ast","U",100,100,100,"L",-100,-1
"2365","12/23/2022","SAS@ORL","Devin Vassell","SAS","Reb","U",-124,124,100,"W",100,1
"2366","12/23/2022","SAS@ORL","Keldon Johnson","SAS","Reb","U",-107,107,100,"W",100,1
"2367","12/23/2022","CHI@NYK","DeMar DeRozan","CHI","Reb","U",-120,120,100,"L",-120,-1.2
"2368","12/23/2022","CHI@NYK","Patrick Williams","CHI","Reb","U",-115,115,100,"L",-115,-1.15
"2369","12/23/2022","CHI@NYK","Zach LaVine","CHI","Ast","U",-120,120,100,"W",100,1
