Date,Game,Name,Team,Cat,Side,Odds,Risk,ToWin,Result,Net
11/19/2022,UTA@POR,Damian Lillard,POR,Reb,U,-125,125,100,W,100
11/19/2022,UTA@POR,Jerami Grant,POR,Ast,U,-145,145,100,W,100
11/19/2022,UTA@POR,Jerami Grant,POR,Reb,U,112,89,100,W,100
11/19/2022,UTA@POR,Jusuf Nurkic,POR,Ast,U,-175,175,100,W,100
11/19/2022,UTA@POR,Kelly Olynyk,UTA,Pts,U,-112,112,100,W,100
11/19/2022,UTA@POR,Kelly Olynyk,UTA,Ast,U,130,77,100,L,-77
11/19/2022,UTA@POR,Lauri Markkanen,UTA,Ast,U,120,83,100,L,-83
11/19/2022,UTA@POR,Lauri Markkanen,UTA,Reb,U,-110,110,100,L,-110
11/19/2022,UTA@POR,Mike Conley,UTA,Pts,U,-115,115,100,W,100
11/19/2022,UTA@POR,Talen Horton-Tucker,UTA,Ast,U,110,91,100,W,100
11/19/2022,SAS@LAC,Ivica Zubac,LAC,Ast,U,-130,130,100,W,100
11/19/2022,SAS@LAC,Marcus Morris Sr.,LAC,Ast,U,-170,170,100,L,-170
11/19/2022,SAS@LAC,Reggie Jackson,LAC,Pts,U,-110,110,100,L,-110
11/19/2022,SAS@LAC,Reggie Jackson,LAC,Reb,U,125,80,100,L,-80
11/20/2022,NYK@PHX,Jalen Brunson,NYK,Reb,U,-105,105,100,W,100
11/20/2022,NYK@PHX,Julius Randle,NYK,Pts,U,-115,115,100,W,100
11/20/2022,NYK@PHX,Julius Randle,NYK,Ast,U,-140,140,100,W,100
11/20/2022,NYK@PHX,Deandre Ayton,PHX,Ast,U,152,66,100,L,-66
11/20/2022,NYK@PHX,Devin Booker,PHX,Ast,O,-127,127,100,L,-127
11/20/2022,NYK@PHX,Mikal Bridges,PHX,Ast,U,107,93,100,L,-93
11/20/2022,NYK@PHX,Torrey Craig,PHX,Ast,U,155,65,100,L,-65
11/20/2022,CHA@WAS,Mason Plumlee,CHA,Ast,U,106,94,100,L,-94
11/20/2022,CHA@WAS,Bradley Beal,WAS,Pts,U,-114,114,100,L,-114
11/20/2022,CHA@WAS,Bradley Beal,WAS,Reb,U,-115,115,100,W,100
11/20/2022,CHA@WAS,Kristaps Porzingis,WAS,Ast,U,135,74,100,W,100
11/20/2022,DET@SAC,Bojan Bogdanovic,DET,Reb,U,105,95,100,W,100
11/20/2022,DET@SAC,De'Aaron Fox,SAC,Pts,U,-115,115,100,L,-115
11/20/2022,DET@SAC,Harrison Barnes,SAC,Reb,U,-108,108,100,L,-108
11/20/2022,DET@SAC,Malik Monk,SAC,Reb,U,105,95,100,W,100
11/20/2022,GSW@HOU,Andrew Wiggins,GSW,Reb,U,100,100,100,W,100
11/20/2022,GSW@HOU,Draymond Green,GSW,Ast,U,120,83,100,L,-83
11/20/2022,GSW@HOU,Draymond Green,GSW,Reb,U,-130,130,100,W,100
11/20/2022,GSW@HOU,Kevon Looney,GSW,Pts,U,105,95,100,W,100
11/20/2022,GSW@HOU,Stephen Curry,GSW,Ast,O,120,83,100,W,100
11/20/2022,GSW@HOU,Jalen Green,HOU,Ast,U,-114,114,100,W,100
11/20/2022,MEM@BKN,Ben Simmons,BKN,Pts,U,104,96,100,L,-96
11/20/2022,MEM@BKN,Joe Harris,BKN,Reb,U,118,85,100,W,100
11/20/2022,MIA@CLE,Darius Garland,CLE,Pts,U,-114,114,100,L,-114
11/20/2022,MIA@CLE,Donovan Mitchell,CLE,Ast,U,115,87,100,L,-87
11/20/2022,MIA@CLE,Donovan Mitchell,CLE,Reb,U,-127,127,100,W,100
11/20/2022,MIA@CLE,Donovan Mitchell,CLE,Pts,U,-104,104,100,W,100
11/20/2022,MIA@CLE,Evan Mobley,CLE,Pts,U,-122,122,100,W,100
11/20/2022,MIA@CLE,Evan Mobley,CLE,Ast,U,-162,162,100,L,-162
11/20/2022,MIA@CLE,Jarrett Allen,CLE,Reb,U,-105,105,100,W,100
11/20/2022,DEN@DAL,Dorian Finney-Smith,DAL,Reb,U,-137,137,100,W,100
11/20/2022,DEN@DAL,Luka Doncic,DAL,Reb,U,-133,133,100,W,100
11/20/2022,DEN@DAL,Reggie Bullock,DAL,Pts,U,-104,104,100,W,100
11/20/2022,DEN@DAL,Spencer Dinwiddie,DAL,Pts,U,-108,108,100,W,100
11/20/2022,DEN@DAL,Kentavious Caldwell-Pope,DEN,Ast,U,-108,108,100,L,-108
11/20/2022,DEN@DAL,Michael Porter Jr.,DEN,Ast,U,105,95,100,W,100
11/20/2022,DEN@DAL,Michael Porter Jr.,DEN,Reb,U,-115,115,100,W,100
11/20/2022,SAS@LAL,Anthony Davis,LAL,Ast,U,-130,130,100,W,100
11/20/2022,SAS@LAL,Anthony Davis,LAL,Reb,U,100,100,100,L,-100
11/20/2022,SAS@LAL,Keldon Johnson,SAS,Reb,U,120,83,100,W,100
11/20/2022,SAS@LAL,Keldon Johnson,SAS,Ast,U,-127,127,100,W,100
11/20/2022,SAS@LAL,Tre Jones,SAS,Reb,U,110,91,100,W,100
11/21/2022,ATL@CLE,Clint Capela,ATL,Reb,U,-117,117,100,L,-117
11/21/2022,ATL@CLE,Dejounte Murray,ATL,Ast,U,-130,130,100,W,100
11/21/2022,ATL@CLE,Dejounte Murray,ATL,Reb,U,-103,103,100,W,100
11/21/2022,ATL@CLE,Dejounte Murray,ATL,Pts,U,-110,110,100,W,100
11/21/2022,ATL@CLE,Trae Young,ATL,Reb,U,-148,148,100,W,100
11/21/2022,ATL@CLE,Darius Garland,CLE,Ast,U,110,91,100,L,-91
11/21/2022,ATL@CLE,Darius Garland,CLE,Reb,O,100,100,100,L,-100
11/21/2022,ATL@CLE,Evan Mobley,CLE,Ast,U,-125,125,100,L,-125
11/21/2022,ATL@CLE,Evan Mobley,CLE,Pts,U,-122,122,100,W,100
11/21/2022,ATL@CLE,Jarrett Allen,CLE,Ast,U,-140,140,100,W,100
11/21/2022,ORL@IND,Aaron Nesmith,IND,Ast,U,130,77,100,L,-77
11/21/2022,ORL@IND,Bennedict Mathurin,IND,Ast,U,-165,165,100,W,100
11/21/2022,ORL@IND,Buddy Hield,IND,Ast,U,100,100,100,W,100
11/21/2022,ORL@IND,Tyrese Haliburton,IND,Reb,U,-136,136,100,W,100
11/21/2022,ORL@IND,Chuma Okeke,ORL,Pts,U,-130,130,100,W,100
11/21/2022,ORL@IND,Chuma Okeke,ORL,Ast,U,130,77,100,W,100
11/21/2022,ORL@IND,Franz Wagner,ORL,Reb,U,-119,119,100,L,-119
11/21/2022,ORL@IND,Jalen Suggs,ORL,Ast,U,-124,124,100,W,100
11/21/2022,ORL@IND,Mo Bamba,ORL,Pts,U,115,87,100,L,-87
11/21/2022,BOS@CHI,Al Horford,BOS,Pts,U,100,100,100,W,100
11/21/2022,BOS@CHI,Grant Williams,BOS,Reb,U,110,91,100,L,-91
11/21/2022,BOS@CHI,Jaylen Brown,BOS,Reb,U,110,91,100,L,-91
11/21/2022,BOS@CHI,Jayson Tatum,BOS,Ast,U,105,95,100,L,-95
11/21/2022,BOS@CHI,Jayson Tatum,BOS,Reb,U,100,100,100,L,-100
11/21/2022,BOS@CHI,Alex Caruso,CHI,Pts,U,105,95,100,L,-95
11/21/2022,BOS@CHI,Ayo Dosunmu,CHI,Ast,U,-109,109,100,W,100
11/21/2022,BOS@CHI,Ayo Dosunmu,CHI,Reb,U,136,74,100,L,-74
11/21/2022,BOS@CHI,Nikola Vucevic,CHI,Reb,U,-124,124,100,L,-124
11/21/2022,BOS@CHI,Zach LaVine,CHI,Ast,U,108,93,100,L,-93
11/21/2022,BOS@CHI,Zach LaVine,CHI,Reb,U,-129,129,100,L,-129
11/21/2022,GSW@NOP,Brandon Ingram,NOP,Pts,U,-115,115,100,L,-115
11/21/2022,GSW@NOP,CJ McCollum,NOP,Ast,U,-144,144,100,W,100
11/21/2022,GSW@NOP,Jonas Valanciunas,NOP,Ast,U,125,80,100,L,-80
11/21/2022,GSW@NOP,Zion Williamson,NOP,Ast,U,-105,105,100,L,-105
11/21/2022,GSW@NOP,Zion Williamson,NOP,Reb,U,120,83,100,W,100
11/21/2022,MIA@MIN,Bam Adebayo,MIA,Reb,O,-145,145,100,W,100
11/21/2022,MIA@MIN,Max Strus,MIA,Reb,U,-108,108,100,L,-108
11/21/2022,MIA@MIN,Anthony Edwards,MIN,Pts,U,-118,118,100,W,100
11/21/2022,MIA@MIN,Anthony Edwards,MIN,Ast,U,123,81,100,L,-81
11/21/2022,MIA@MIN,Karl-Anthony Towns,MIN,Pts,U,-105,105,100,L,-105
11/21/2022,MIA@MIN,Taurean Prince,MIN,Ast,U,190,53,100,L,-53
11/21/2022,NYK@OKC,Jalen Brunson,NYK,Pts,O,-102,102,100,W,100
11/21/2022,NYK@OKC,Julius Randle,NYK,Pts,U,-110,110,100,L,-110
11/21/2022,NYK@OKC,Julius Randle,NYK,Ast,U,-130,130,100,W,100
11/21/2022,NYK@OKC,Julius Randle,NYK,Reb,O,-102,102,100,W,100
11/21/2022,NYK@OKC,RJ Barrett,NYK,Ast,U,135,74,100,W,100
11/21/2022,NYK@OKC,Luguentz Dort,OKC,Ast,U,150,67,100,L,-67
11/21/2022,NYK@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,-148,148,100,L,-148
11/21/2022,POR@MIL,Giannis Antetokounmpo,MIL,Pts,O,-120,120,100,W,100
11/21/2022,POR@MIL,Jerami Grant,POR,Reb,U,-118,118,100,W,100
11/21/2022,POR@MIL,Jusuf Nurkic,POR,Ast,U,120,83,100,L,-83
11/21/2022,UTA@LAC,Jarred Vanderbilt,UTA,Pts,U,105,95,100,W,100
11/21/2022,UTA@LAC,Kelly Olynyk,UTA,Ast,U,-105,105,100,L,-105
11/21/2022,UTA@LAC,Lauri Markkanen,UTA,Reb,U,110,91,100,L,-91
11/22/2022,BKN@PHI,Ben Simmons,BKN,Pts,U,102,98,100,L,-98
11/22/2022,BKN@PHI,Royce O'Neale,BKN,Ast,U,-105,105,100,L,-105
11/22/2022,BKN@PHI,De'Anthony Melton,PHI,Pts,U,126,79,100,L,-79
11/22/2022,SAC@MEM,Ja Morant,MEM,Ast,U,105,95,100,W,100
11/22/2022,SAC@MEM,John Konchar,MEM,Pts,U,-125,125,100,W,100
11/22/2022,SAC@MEM,Steven Adams,MEM,Ast,U,-104,104,100,W,100
11/22/2022,SAC@MEM,De'Aaron Fox,SAC,Pts,U,-104,104,100,L,-104
11/22/2022,SAC@MEM,Domantas Sabonis,SAC,Ast,U,136,74,100,L,-74
11/22/2022,SAC@MEM,Domantas Sabonis,SAC,Reb,O,-120,120,100,W,100
11/22/2022,SAC@MEM,Harrison Barnes,SAC,Reb,U,100,100,100,W,100
11/22/2022,SAC@MEM,Keegan Murray,SAC,Ast,U,-189,189,100,L,-189
11/22/2022,SAC@MEM,Malik Monk,SAC,Reb,U,-120,120,100,W,100
11/22/2022,DET@DEN,Aaron Gordon,DEN,Ast,U,116,86,100,W,100
11/22/2022,DET@DEN,Kentavious Caldwell-Pope,DEN,Pts,U,-110,110,100,W,100
11/22/2022,DET@DEN,Kentavious Caldwell-Pope,DEN,Ast,U,-140,140,100,W,100
11/22/2022,DET@DEN,Kentavious Caldwell-Pope,DEN,Reb,U,-110,110,100,W,100
11/22/2022,DET@DEN,Michael Porter Jr.,DEN,Ast,U,-155,155,100,W,100
11/22/2022,DET@DEN,Bojan Bogdanovic,DET,Reb,U,112,89,100,L,-89
11/22/2022,LAL@PHX,Anthony Davis,LAL,Ast,U,-110,110,100,W,100
11/22/2022,LAL@PHX,Lonnie Walker IV,LAL,Reb,U,-136,136,100,W,100
11/22/2022,LAL@PHX,Russell Westbrook,LAL,Reb,U,-130,130,100,W,100
11/22/2022,LAL@PHX,Devin Booker,PHX,Ast,O,104,96,100,L,-96
11/23/2022,MIN@IND,Tyrese Haliburton,IND,Ast,O,-106,106,100,W,100
11/23/2022,MIN@IND,Anthony Edwards,MIN,Pts,U,-107,107,100,W,100
11/23/2022,MIN@IND,Anthony Edwards,MIN,Ast,U,-139,139,100,W,100
11/23/2022,MIN@IND,D'Angelo Russell,MIN,Pts,U,-125,125,100,W,100
11/23/2022,MIN@IND,Karl-Anthony Towns,MIN,Ast,U,-106,106,100,L,-106
11/23/2022,PHI@CHA,Gordon Hayward,CHA,Reb,U,100,100,100,W,100
11/23/2022,PHI@CHA,Jalen McDaniels,CHA,Ast,U,105,95,100,W,100
11/23/2022,PHI@CHA,Mason Plumlee,CHA,Ast,U,-115,115,100,L,-115
11/23/2022,PHI@CHA,Nick Richards,CHA,Pts,U,100,100,100,L,-100
11/23/2022,PHI@CHA,PJ Washington,CHA,Reb,U,-130,130,100,L,-130
11/23/2022,PHI@CHA,De'Anthony Melton,PHI,Ast,U,-145,145,100,W,100
11/23/2022,PHI@CHA,Shake Milton,PHI,Ast,U,117,85,100,L,-85
11/23/2022,POR@CLE,Darius Garland,CLE,Ast,U,-125,125,100,L,-125
11/23/2022,POR@CLE,Donovan Mitchell,CLE,Ast,U,125,80,100,W,100
11/23/2022,POR@CLE,Donovan Mitchell,CLE,Reb,U,-110,110,100,W,100
11/23/2022,POR@CLE,Evan Mobley,CLE,Pts,U,100,100,100,W,100
11/23/2022,POR@CLE,Evan Mobley,CLE,Ast,U,-114,114,100,L,-114
11/23/2022,POR@CLE,Jarrett Allen,CLE,Reb,U,106,94,100,L,-94
11/23/2022,POR@CLE,Anfernee Simons,POR,Reb,U,130,77,100,W,100
11/23/2022,POR@CLE,Drew Eubanks,POR,Pts,U,-118,118,100,L,-118
11/23/2022,POR@CLE,Jerami Grant,POR,Reb,U,122,82,100,W,100
11/23/2022,POR@CLE,Josh Hart,POR,Ast,U,-141,141,100,L,-141
11/23/2022,POR@CLE,Jusuf Nurkic,POR,Ast,U,100,100,100,W,100
11/23/2022,POR@CLE,Jusuf Nurkic,POR,Reb,U,-115,115,100,W,100
11/23/2022,BKN@TOR,Ben Simmons,BKN,Pts,U,100,100,100,L,-100
11/23/2022,BKN@TOR,Kevin Durant,BKN,Ast,U,125,80,100,L,-80
11/23/2022,BKN@TOR,Kyrie Irving,BKN,Reb,U,-112,112,100,W,100
11/23/2022,DAL@BOS,Al Horford,BOS,Pts,U,-113,113,100,L,-113
11/23/2022,DAL@BOS,Grant Williams,BOS,Reb,U,110,91,100,W,100
11/23/2022,DAL@BOS,Jaylen Brown,BOS,Ast,U,-123,123,100,L,-123
11/23/2022,DAL@BOS,Jaylen Brown,BOS,Reb,U,114,88,100,W,100
11/23/2022,DAL@BOS,Jayson Tatum,BOS,Ast,U,-127,127,100,L,-127
11/23/2022,DAL@BOS,Marcus Smart,BOS,Reb,U,-105,105,100,W,100
11/23/2022,DAL@BOS,Christian Wood,DAL,Ast,U,-139,139,100,W,100
11/23/2022,DAL@BOS,Luka Doncic,DAL,Ast,O,110,91,100,W,100
11/23/2022,DAL@BOS,Spencer Dinwiddie,DAL,Pts,U,-108,108,100,W,100
11/23/2022,DAL@BOS,Tim Hardaway Jr.,DAL,Ast,U,112,89,100,L,-89
11/23/2022,SAC@ATL,Clint Capela,ATL,Pts,U,-106,106,100,W,100
11/23/2022,SAC@ATL,Clint Capela,ATL,Ast,U,155,65,100,L,-65
11/23/2022,SAC@ATL,Dejounte Murray,ATL,Reb,U,-140,140,100,L,-140
11/23/2022,SAC@ATL,John Collins,ATL,Reb,U,-130,130,100,W,100
11/23/2022,SAC@ATL,De'Aaron Fox,SAC,Pts,U,-110,110,100,W,100
11/23/2022,SAC@ATL,Domantas Sabonis,SAC,Ast,U,120,83,100,L,-83
11/23/2022,SAC@ATL,Harrison Barnes,SAC,Reb,U,-111,111,100,L,-111
11/23/2022,SAC@ATL,Kevin Huerter,SAC,Pts,U,-107,107,100,W,100
11/23/2022,SAC@ATL,Malik Monk,SAC,Reb,U,-140,140,100,W,100
11/23/2022,CHI@MIL,Ayo Dosunmu,CHI,Ast,U,135,74,100,L,-74
11/23/2022,CHI@MIL,Nikola Vucevic,CHI,Ast,U,130,77,100,L,-77
11/23/2022,CHI@MIL,Zach LaVine,CHI,Ast,U,-125,125,100,L,-125
11/23/2022,CHI@MIL,Giannis Antetokounmpo,MIL,Pts,O,118,85,100,W,100
11/23/2022,DEN@OKC,Kentavious Caldwell-Pope,DEN,Reb,U,-142,142,100,L,-142
11/23/2022,DEN@OKC,Josh Giddey,OKC,Reb,U,100,100,100,W,100
11/23/2022,DEN@OKC,Luguentz Dort,OKC,Ast,U,130,77,100,W,100
11/23/2022,DEN@OKC,Luguentz Dort,OKC,Reb,U,-110,110,100,L,-110
11/23/2022,DEN@OKC,Luguentz Dort,OKC,Pts,U,-120,120,100,L,-120
11/23/2022,DEN@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,118,85,100,L,-85
11/23/2022,DEN@OKC,Shai Gilgeous-Alexander,OKC,Reb,U,102,98,100,L,-98
11/23/2022,NOP@SAS,Herbert Jones,NOP,Reb,U,135,74,100,W,100
11/23/2022,NOP@SAS,Jonas Valanciunas,NOP,Reb,U,-114,114,100,L,-114
11/23/2022,NOP@SAS,Jose Alvarado,NOP,Ast,U,125,80,100,L,-80
11/23/2022,NOP@SAS,Zion Williamson,NOP,Reb,U,-103,103,100,L,-103
11/23/2022,NOP@SAS,Keldon Johnson,SAS,Ast,U,-125,125,100,W,100
11/23/2022,NOP@SAS,Keldon Johnson,SAS,Reb,U,-105,105,100,W,100
11/23/2022,NOP@SAS,Tre Jones,SAS,Reb,U,120,83,100,W,100
11/23/2022,DET@UTA,Bojan Bogdanovic,DET,Reb,U,-160,160,100,L,-160
11/23/2022,DET@UTA,Killian Hayes,DET,Ast,U,-130,130,100,W,100
11/23/2022,DET@UTA,Collin Sexton,UTA,Reb,U,140,71,100,W,100
11/23/2022,DET@UTA,Jordan Clarkson,UTA,Reb,U,-144,144,100,W,100
11/23/2022,DET@UTA,Kelly Olynyk,UTA,Ast,U,110,91,100,L,-91
11/23/2022,DET@UTA,Lauri Markkanen,UTA,Reb,U,-125,125,100,W,100
11/23/2022,LAC@GSW,Andrew Wiggins,GSW,Ast,U,-124,124,100,W,100
11/23/2022,LAC@GSW,Andrew Wiggins,GSW,Reb,U,-130,130,100,W,100
11/23/2022,LAC@GSW,Andrew Wiggins,GSW,Pts,U,-103,103,100,L,-103
11/23/2022,LAC@GSW,Draymond Green,GSW,Pts,U,-120,120,100,L,-120
11/23/2022,LAC@GSW,Draymond Green,GSW,Ast,U,-125,125,100,L,-125
11/23/2022,LAC@GSW,Draymond Green,GSW,Reb,U,-139,139,100,W,100
11/23/2022,LAC@GSW,Jordan Poole,GSW,Ast,U,100,100,100,L,-100
11/23/2022,LAC@GSW,Stephen Curry,GSW,Ast,O,-115,115,100,W,100
11/25/2022,MIN@CHA,Jalen McDaniels,CHA,Ast,U,140,71,100,L,-71
11/25/2022,MIN@CHA,PJ Washington,CHA,Ast,U,-175,175,100,W,100
11/25/2022,MIN@CHA,Anthony Edwards,MIN,Pts,U,-105,105,100,L,-105
11/25/2022,MIN@CHA,Anthony Edwards,MIN,Ast,U,112,89,100,L,-89
11/25/2022,MIN@CHA,D'Angelo Russell,MIN,Pts,U,-110,110,100,L,-110
11/25/2022,MIN@CHA,Karl-Anthony Towns,MIN,Ast,U,-137,137,100,W,100
11/25/2022,MIN@CHA,Karl-Anthony Towns,MIN,Pts,U,-107,107,100,W,100
11/25/2022,PHI@ORL,Jalen Suggs,ORL,Ast,U,-135,135,100,W,100
11/25/2022,PHI@ORL,Shake Milton,PHI,Ast,U,-125,125,100,L,-125
11/25/2022,POR@NYK,Immanuel Quickley,NYK,Pts,U,-108,108,100,L,-108
11/25/2022,POR@NYK,Immanuel Quickley,NYK,Ast,U,133,75,100,L,-75
11/25/2022,POR@NYK,Jalen Brunson,NYK,Reb,U,102,98,100,L,-98
11/25/2022,POR@NYK,Julius Randle,NYK,Pts,U,-120,120,100,L,-120
11/25/2022,POR@NYK,Julius Randle,NYK,Ast,U,-148,148,100,W,100
11/25/2022,POR@NYK,RJ Barrett,NYK,Pts,U,-125,125,100,W,100
11/25/2022,POR@NYK,RJ Barrett,NYK,Ast,U,-155,155,100,L,-155
11/25/2022,POR@NYK,Jerami Grant,POR,Ast,U,104,96,100,W,100
11/25/2022,POR@NYK,Jusuf Nurkic,POR,Ast,U,-110,110,100,L,-110
11/25/2022,POR@NYK,Jusuf Nurkic,POR,Reb,U,-120,120,100,W,100
11/25/2022,ATL@HOU,Jalen Green,HOU,Reb,U,-127,127,100,L,-127
11/25/2022,BKN@IND,Ben Simmons,BKN,Pts,U,-115,115,100,L,-115
11/25/2022,BKN@IND,Seth Curry,BKN,Ast,U,150,67,100,L,-67
11/25/2022,BKN@IND,Bennedict Mathurin,IND,Ast,U,150,67,100,W,100
11/25/2022,BKN@IND,Buddy Hield,IND,Ast,U,-114,114,100,L,-114
11/25/2022,BKN@IND,Tyrese Haliburton,IND,Ast,O,104,96,100,W,100
11/25/2022,CHI@OKC,Ayo Dosunmu,CHI,Ast,U,135,74,100,L,-74
11/25/2022,CHI@OKC,Zach LaVine,CHI,Ast,U,-122,122,100,L,-122
11/25/2022,CHI@OKC,Luguentz Dort,OKC,Ast,U,130,77,100,W,100
11/25/2022,CHI@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,-140,140,100,L,-140
11/25/2022,CLE@MIL,Darius Garland,CLE,Ast,U,105,95,100,W,100
11/25/2022,CLE@MIL,Donovan Mitchell,CLE,Pts,U,-122,122,100,L,-122
11/25/2022,CLE@MIL,Donovan Mitchell,CLE,Ast,U,-130,130,100,W,100
11/25/2022,CLE@MIL,Donovan Mitchell,CLE,Reb,U,130,77,100,W,100
11/25/2022,CLE@MIL,Evan Mobley,CLE,Pts,U,-130,130,100,W,100
11/25/2022,CLE@MIL,Evan Mobley,CLE,Ast,U,116,86,100,W,100
11/25/2022,CLE@MIL,Jarrett Allen,CLE,Ast,U,-142,142,100,W,100
11/25/2022,CLE@MIL,Jarrett Allen,CLE,Reb,U,110,91,100,W,100
11/25/2022,CLE@MIL,Brook Lopez,MIL,Reb,U,-130,130,100,W,100
11/25/2022,CLE@MIL,Giannis Antetokounmpo,MIL,Pts,O,-106,106,100,W,100
11/25/2022,CLE@MIL,Giannis Antetokounmpo,MIL,Reb,U,106,94,100,W,100
11/25/2022,LAL@SAS,Anthony Davis,LAL,Ast,U,-130,130,100,L,-130
11/25/2022,LAL@SAS,Lonnie Walker IV,LAL,Reb,U,140,71,100,L,-71
11/25/2022,LAL@SAS,Lonnie Walker IV,LAL,Ast,U,120,83,100,L,-83
11/25/2022,LAL@SAS,Russell Westbrook,LAL,Reb,U,-120,120,100,W,100
11/25/2022,LAL@SAS,Jakob Poeltl,SAS,Reb,O,-130,130,100,L,-130
11/25/2022,LAL@SAS,Keldon Johnson,SAS,Reb,U,-130,130,100,L,-130
11/25/2022,LAL@SAS,Tre Jones,SAS,Reb,U,-134,134,100,W,100
11/25/2022,NOP@MEM,Jonas Valanciunas,NOP,Ast,U,-165,165,100,W,100
11/25/2022,NOP@MEM,Zion Williamson,NOP,Reb,U,120,83,100,W,100
11/25/2022,SAC@BOS,Al Horford,BOS,Pts,U,-120,120,100,L,-120
11/25/2022,SAC@BOS,Al Horford,BOS,Reb,U,-125,125,100,W,100
11/25/2022,SAC@BOS,Jaylen Brown,BOS,Ast,U,115,87,100,L,-87
11/25/2022,SAC@BOS,Jaylen Brown,BOS,Reb,U,102,98,100,W,100
11/25/2022,SAC@BOS,Jayson Tatum,BOS,Ast,U,125,80,100,W,100
11/25/2022,SAC@BOS,De'Aaron Fox,SAC,Pts,U,-110,110,100,W,100
11/25/2022,SAC@BOS,De'Aaron Fox,SAC,Ast,O,115,87,100,L,-87
11/25/2022,SAC@BOS,Domantas Sabonis,SAC,Ast,U,-121,121,100,L,-121
11/25/2022,SAC@BOS,Harrison Barnes,SAC,Reb,U,-130,130,100,W,100
11/25/2022,SAC@BOS,Malik Monk,SAC,Reb,U,-125,125,100,W,100
11/25/2022,WAS@MIA,Bam Adebayo,MIA,Reb,O,110,91,100,W,100
11/25/2022,DET@PHX,Deandre Ayton,PHX,Reb,U,-125,125,100,L,-125
11/25/2022,UTA@GSW,Andrew Wiggins,GSW,Reb,U,102,98,100,L,-98
11/25/2022,UTA@GSW,Draymond Green,GSW,Pts,U,106,94,100,L,-94
11/25/2022,UTA@GSW,Klay Thompson,GSW,Ast,U,-148,148,100,W,100
11/25/2022,UTA@GSW,Klay Thompson,GSW,Reb,U,-120,120,100,L,-120
11/25/2022,UTA@GSW,Stephen Curry,GSW,Ast,O,-124,124,100,L,-124
11/25/2022,UTA@GSW,Kelly Olynyk,UTA,Ast,U,105,95,100,W,100
11/25/2022,UTA@GSW,Lauri Markkanen,UTA,Ast,U,-134,134,100,W,100
11/25/2022,UTA@GSW,Lauri Markkanen,UTA,Reb,U,-143,143,100,W,100
11/25/2022,DEN@LAC,Nikola Jokic,DEN,Ast,O,-108,108,100,L,-108
11/25/2022,DEN@LAC,Reggie Jackson,LAC,Reb,U,-159,159,100,L,-159
11/26/2022,DAL@TOR,Dorian Finney-Smith,DAL,Pts,U,-108,108,100,L,-108
11/26/2022,DAL@TOR,Luka Doncic,DAL,Reb,U,-125,125,100,W,100
11/26/2022,DAL@TOR,Spencer Dinwiddie,DAL,Pts,U,-106,106,100,W,100
11/26/2022,DAL@TOR,Gary Trent Jr.,TOR,Reb,U,150,67,100,L,-67
11/26/2022,LAL@SAS,Keldon Johnson,SAS,Reb,U,115,87,100,L,-87
11/26/2022,OKC@HOU,Jalen Green,HOU,Reb,U,-112,112,100,W,100
11/26/2022,OKC@HOU,Luguentz Dort,OKC,Ast,U,100,100,100,L,-100
11/26/2022,OKC@HOU,Shai Gilgeous-Alexander,OKC,Ast,U,-118,118,100,W,100
11/26/2022,UTA@PHX,Deandre Ayton,PHX,Pts,U,-110,110,100,L,-110
11/26/2022,UTA@PHX,Deandre Ayton,PHX,Ast,U,-163,163,100,L,-163
11/26/2022,UTA@PHX,Deandre Ayton,PHX,Reb,U,105,95,100,L,-95
11/26/2022,UTA@PHX,Devin Booker,PHX,Ast,O,123,81,100,W,100
11/26/2022,UTA@PHX,Mikal Bridges,PHX,Ast,U,-125,125,100,W,100
11/26/2022,UTA@PHX,Torrey Craig,PHX,Ast,U,150,67,100,W,100
11/26/2022,UTA@PHX,Kelly Olynyk,UTA,Ast,U,-105,105,100,W,100
11/26/2022,UTA@PHX,Lauri Markkanen,UTA,Ast,U,-182,182,100,W,100
11/26/2022,UTA@PHX,Lauri Markkanen,UTA,Reb,U,-105,105,100,L,-105
11/27/2022,POR@BKN,Ben Simmons,BKN,Pts,U,-115,115,100,W,100
11/27/2022,POR@BKN,Kevin Durant,BKN,Reb,U,-112,112,100,W,100
11/27/2022,POR@BKN,Kyrie Irving,BKN,Pts,O,-120,120,100,L,-120
11/27/2022,POR@BKN,Nicolas Claxton,BKN,Reb,U,-130,130,100,W,100
11/27/2022,POR@BKN,Anfernee Simons,POR,Ast,U,125,80,100,L,-80
11/27/2022,POR@BKN,Jerami Grant,POR,Ast,U,-144,144,100,L,-144
11/27/2022,POR@BKN,Jerami Grant,POR,Reb,U,-150,150,100,W,100
11/27/2022,POR@BKN,Josh Hart,POR,Reb,O,-103,103,100,L,-103
11/27/2022,POR@BKN,Jusuf Nurkic,POR,Reb,O,-105,105,100,W,100
11/27/2022,GSW@MIN,Draymond Green,GSW,Pts,U,-128,128,100,L,-128
11/27/2022,GSW@MIN,Jordan Poole,GSW,Ast,U,116,86,100,L,-86
11/27/2022,GSW@MIN,Stephen Curry,GSW,Pts,O,-105,105,100,L,-105
11/27/2022,GSW@MIN,Anthony Edwards,MIN,Ast,U,110,91,100,L,-91
