Date,Game,Name,Team,Cat,Side,Odds,Risk,ToWin,Result,Net
12/21/2022,DAL@MIN,Reggie Bullock,DAL,Pts,U,-120,120,100,L,-120
12/21/2022,DAL@MIN,Spencer Dinwiddie,DAL,Pts,U,-106,106,100,L,-106
12/21/2022,DAL@MIN,Tim Hardaway Jr.,DAL,Pts,U,110,91,100,L,-91
12/21/2022,DAL@MIN,D'Angelo Russell,MIN,Reb,U,134,75,100,L,-75
12/21/2022,DAL@MIN,Jaden McDaniels,MIN,Pts,U,100,100,100,W,100
12/21/2022,DAL@MIN,Jaden McDaniels,MIN,Ast,U,126,79,100,L,-79
12/21/2022,ORL@HOU,Alperen Sengun,HOU,Ast,U,-172,172,100,L,-172
12/21/2022,ORL@HOU,Eric Gordon,HOU,Ast,U,-170,170,100,L,-170
12/21/2022,ORL@HOU,Jabari Smith Jr.,HOU,Pts,U,-109,109,100,W,100
12/21/2022,ORL@HOU,Jabari Smith Jr.,HOU,Ast,U,135,74,100,W,100
12/21/2022,ORL@HOU,Jabari Smith Jr.,HOU,Reb,U,-121,121,100,W,100
12/21/2022,ORL@HOU,Jalen Green,HOU,Pts,U,-120,120,100,W,100
12/21/2022,ORL@HOU,Tari Eason,HOU,Pts,U,-120,120,100,W,100
12/21/2022,ORL@HOU,Tari Eason,HOU,Reb,U,-115,115,100,W,100
12/21/2022,ORL@HOU,Bol Bol,ORL,Ast,U,-179,179,100,W,100
12/21/2022,ORL@HOU,Franz Wagner,ORL,Reb,U,-122,122,100,W,100
12/21/2022,ORL@HOU,Markelle Fultz,ORL,Pts,U,-115,115,100,W,100
12/21/2022,ORL@HOU,Markelle Fultz,ORL,Ast,U,-148,148,100,W,100
12/21/2022,ORL@HOU,Moritz Wagner,ORL,Pts,U,-108,108,100,W,100
12/21/2022,ORL@HOU,Paolo Banchero,ORL,Pts,U,-103,103,100,L,-103
12/21/2022,ORL@HOU,Paolo Banchero,ORL,Reb,U,-110,110,100,L,-110
12/21/2022,ORL@HOU,Terrence Ross,ORL,Pts,U,-125,125,100,W,100
12/21/2022,POR@OKC,Josh Giddey,OKC,Ast,U,104,96,100,L,-96
12/21/2022,POR@OKC,Luguentz Dort,OKC,Ast,U,-169,169,100,L,-169
12/21/2022,POR@OKC,Shai Gilgeous-Alexander,OKC,Reb,U,116,86,100,L,-86
12/21/2022,POR@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,125,80,100,W,100
12/21/2022,POR@OKC,Anfernee Simons,POR,Ast,U,112,89,100,L,-89
12/21/2022,POR@OKC,Anfernee Simons,POR,Reb,U,120,83,100,W,100
12/21/2022,POR@OKC,Jerami Grant,POR,Pts,U,-115,115,100,W,100
12/21/2022,POR@OKC,Jerami Grant,POR,Ast,U,-150,150,100,L,-150
12/21/2022,POR@OKC,Jerami Grant,POR,Reb,U,-115,115,100,L,-115
12/21/2022,LAL@SAC,De'Aaron Fox,SAC,Pts,U,-106,106,100,W,100
12/21/2022,LAL@SAC,De'Aaron Fox,SAC,Ast,U,-114,114,100,W,100
12/21/2022,LAL@SAC,Domantas Sabonis,SAC,Pts,U,-114,114,100,W,100
12/21/2022,CHA@LAC,Gordon Hayward,CHA,Reb,U,-106,106,100,L,-106
12/21/2022,CHA@LAC,Nick Richards,CHA,Pts,U,-125,125,100,W,100
12/21/2022,CHA@LAC,Kawhi Leonard,LAC,Ast,U,-129,129,100,W,100
12/22/2022,SAS@NOP,Jose Alvarado,NOP,Pts,U,-109,109,100,W,100
12/22/2022,SAS@NOP,Herbert Jones,NOP,Ast,U,-118,118,100,W,100
12/22/2022,SAS@NOP,CJ McCollum,NOP,Reb,U,-113,113,100,L,-113
12/22/2022,WAS@UTA,Kyle Kuzma,WAS,Reb,U,-125,125,100,W,100
12/22/2022,WAS@UTA,Bradley Beal,WAS,Reb,U,-117,117,100,L,-117
12/23/2022,LAC@PHI,Ivica Zubac,LAC,Ast,U,155,65,100,L,-65
12/23/2022,LAC@PHI,Kawhi Leonard,LAC,Ast,U,120,83,100,L,-83
12/23/2022,LAC@PHI,Marcus Morris Sr.,LAC,Pts,U,-110,110,100,W,100
12/23/2022,LAC@PHI,Norman Powell,LAC,Ast,U,-115,115,100,L,-115
12/23/2022,LAC@PHI,Paul George,LAC,Pts,U,-110,110,100,L,-110
12/23/2022,LAC@PHI,Paul George,LAC,Ast,U,-114,114,100,W,100
12/23/2022,LAC@PHI,Reggie Jackson,LAC,Pts,U,-105,105,100,W,100
12/23/2022,LAC@PHI,James Harden,PHI,Reb,U,-155,155,100,L,-155
12/23/2022,LAC@PHI,Shake Milton,PHI,Pts,U,-140,140,100,L,-140
12/23/2022,LAC@PHI,Tobias Harris,PHI,Pts,U,100,100,100,W,100
12/23/2022,SAS@ORL,Markelle Fultz,ORL,Ast,U,100,100,100,L,-100
12/23/2022,SAS@ORL,Devin Vassell,SAS,Reb,U,-124,124,100,W,100
12/23/2022,SAS@ORL,Keldon Johnson,SAS,Reb,U,-107,107,100,W,100
12/23/2022,CHI@NYK,DeMar DeRozan,CHI,Reb,U,-120,120,100,L,-120
12/23/2022,CHI@NYK,Patrick Williams,CHI,Reb,U,-115,115,100,L,-115
12/23/2022,CHI@NYK,Zach LaVine,CHI,Ast,U,-120,120,100,W,100
12/23/2022,CHI@NYK,Jalen Brunson,NYK,Pts,U,-108,108,100,W,100
12/23/2022,CHI@NYK,Julius Randle,NYK,Ast,U,-145,145,100,W,100
12/23/2022,CHI@NYK,Julius Randle,NYK,Pts,U,-105,105,100,L,-105
12/23/2022,CHI@NYK,Mitchell Robinson,NYK,Pts,U,-107,107,100,W,100
12/23/2022,CHI@NYK,Quentin Grimes,NYK,Pts,U,-120,120,100,W,100
12/23/2022,CHI@NYK,Quentin Grimes,NYK,Ast,U,-175,175,100,W,100
12/23/2022,CHI@NYK,RJ Barrett,NYK,Pts,U,-122,122,100,L,-122
12/23/2022,DET@ATL,Bogdan Bogdanovic,ATL,Ast,U,110,91,100,W,100
12/23/2022,DET@ATL,Isaiah Stewart,DET,Reb,U,116,86,100,W,100
12/23/2022,DET@ATL,Jalen Duren,DET,Pts,U,-111,111,100,L,-111
12/23/2022,MIL@BKN,Kevin Durant,BKN,Ast,U,-150,150,100,L,-150
12/23/2022,MIL@BKN,Kyrie Irving,BKN,Ast,U,-129,129,100,L,-129
12/23/2022,MIL@BKN,Nicolas Claxton,BKN,Pts,U,100,100,100,L,-100
12/23/2022,MIL@BKN,Nicolas Claxton,BKN,Ast,U,-200,200,100,L,-200
12/23/2022,MIL@BKN,Brook Lopez,MIL,Reb,U,125,80,100,W,100
12/23/2022,MIL@BKN,Grayson Allen,MIL,Ast,U,140,71,100,W,100
12/23/2022,MIN@BOS,Al Horford,BOS,Pts,U,-120,120,100,L,-120
12/23/2022,MIN@BOS,Al Horford,BOS,Ast,U,112,89,100,W,100
12/23/2022,MIN@BOS,Al Horford,BOS,Reb,U,-140,140,100,L,-140
12/23/2022,MIN@BOS,Jayson Tatum,BOS,Ast,U,-139,139,100,L,-139
12/23/2022,MIN@BOS,D'Angelo Russell,MIN,Reb,U,140,71,100,L,-71
12/23/2022,MIN@BOS,Jaden McDaniels,MIN,Ast,U,-148,148,100,L,-148
12/23/2022,MIN@BOS,Naz Reid,MIN,Reb,U,116,86,100,L,-86
12/23/2022,MIN@BOS,Rudy Gobert,MIN,Reb,U,-125,125,100,W,100
12/23/2022,TOR@CLE,OG Anunoby,TOR,Pts,U,-114,114,100,L,-114
12/23/2022,TOR@CLE,Pascal Siakam,TOR,Reb,U,-133,133,100,W,100
12/23/2022,DAL@HOU,Alperen Sengun,HOU,Ast,U,-145,145,100,L,-145
12/23/2022,DAL@HOU,Jabari Smith Jr.,HOU,Pts,U,-115,115,100,L,-115
12/23/2022,DAL@HOU,Jalen Green,HOU,Pts,U,-125,125,100,L,-125
12/23/2022,IND@MIA,Andrew Nembhard,IND,Ast,U,-115,115,100,W,100
12/23/2022,IND@MIA,Buddy Hield,IND,Ast,U,-138,138,100,W,100
12/23/2022,IND@MIA,Buddy Hield,IND,Reb,U,-128,128,100,L,-128
12/23/2022,IND@MIA,Tyrese Haliburton,IND,Reb,U,102,98,100,W,100
12/23/2022,IND@MIA,Bam Adebayo,MIA,Ast,U,140,71,100,L,-71
12/23/2022,IND@MIA,Bam Adebayo,MIA,Reb,U,-109,109,100,W,100
12/23/2022,IND@MIA,Jimmy Butler,MIA,Reb,U,-109,109,100,W,100
12/23/2022,IND@MIA,Kyle Lowry,MIA,Ast,U,-115,115,100,W,100
12/23/2022,NOP@OKC,Aleksej Pokusevski,OKC,Reb,U,-134,134,100,L,-134
12/23/2022,NOP@OKC,Josh Giddey,OKC,Pts,U,100,100,100,L,-100
12/23/2022,NOP@OKC,Josh Giddey,OKC,Ast,U,-104,104,100,L,-104
12/23/2022,NOP@OKC,Luguentz Dort,OKC,Ast,U,-150,150,100,W,100
12/23/2022,NOP@OKC,Luguentz Dort,OKC,Reb,U,-109,109,100,W,100
12/23/2022,NOP@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,104,96,100,L,-96
12/23/2022,NOP@OKC,Shai Gilgeous-Alexander,OKC,Reb,U,-103,103,100,L,-103
12/23/2022,POR@DEN,Aaron Gordon,DEN,Ast,U,152,66,100,W,100
12/23/2022,POR@DEN,Aaron Gordon,DEN,Reb,U,-110,110,100,W,100
12/23/2022,POR@DEN,Kentavious Caldwell-Pope,DEN,Pts,U,-109,109,100,L,-109
12/23/2022,POR@DEN,Kentavious Caldwell-Pope,DEN,Ast,U,155,65,100,W,100
12/23/2022,POR@DEN,Michael Porter Jr.,DEN,Ast,U,-165,165,100,L,-165
12/23/2022,POR@DEN,Anfernee Simons,POR,Pts,U,-110,110,100,W,100
12/23/2022,POR@DEN,Anfernee Simons,POR,Ast,U,-165,165,100,W,100
12/23/2022,POR@DEN,Anfernee Simons,POR,Reb,U,-110,110,100,W,100
12/23/2022,POR@DEN,Damian Lillard,POR,Reb,U,-110,110,100,L,-110
12/23/2022,POR@DEN,Jerami Grant,POR,Pts,U,-105,105,100,W,100
12/23/2022,POR@DEN,Jerami Grant,POR,Ast,U,-113,113,100,W,100
12/23/2022,POR@DEN,Jerami Grant,POR,Reb,U,-150,150,100,L,-150
12/23/2022,POR@DEN,Jusuf Nurkic,POR,Pts,U,100,100,100,W,100
12/23/2022,POR@DEN,Jusuf Nurkic,POR,Ast,U,102,98,100,L,-98
12/23/2022,MEM@PHX,Ja Morant,MEM,Reb,U,-110,110,100,W,100
12/23/2022,MEM@PHX,Chris Paul,PHX,Reb,U,105,95,100,W,100
12/23/2022,MEM@PHX,Mikal Bridges,PHX,Reb,U,-125,125,100,W,100
12/23/2022,MEM@PHX,Torrey Craig,PHX,Pts,U,-103,103,100,W,100
12/23/2022,WAS@SAC,De'Aaron Fox,SAC,Pts,U,-105,105,100,L,-105
12/23/2022,WAS@SAC,De'Aaron Fox,SAC,Ast,U,-140,140,100,W,100
12/23/2022,WAS@SAC,Domantas Sabonis,SAC,Pts,U,-110,110,100,W,100
12/23/2022,CHA@LAL,Gordon Hayward,CHA,Reb,U,-140,140,100,L,-140
12/25/2022,PHI@NYK,Immanuel Quickley,NYK,Pts,U,-117,117,100,L,-117
12/25/2022,PHI@NYK,Julius Randle,NYK,Ast,U,120,83,100,L,-83
12/25/2022,PHI@NYK,Julius Randle,NYK,Reb,O,-108,108,100,L,-108
12/25/2022,PHI@NYK,Mitchell Robinson,NYK,Pts,U,-103,103,100,L,-103
12/25/2022,PHI@NYK,Mitchell Robinson,NYK,Ast,U,105,95,100,L,-95
12/25/2022,PHI@NYK,Quentin Grimes,NYK,Pts,U,-115,115,100,W,100
12/25/2022,PHI@NYK,Quentin Grimes,NYK,Ast,U,140,71,100,L,-71
12/25/2022,PHI@NYK,RJ Barrett,NYK,Pts,U,-120,120,100,W,100
12/25/2022,PHI@NYK,RJ Barrett,NYK,Ast,U,-150,150,100,L,-150
12/25/2022,PHI@NYK,De'Anthony Melton,PHI,Pts,U,102,98,100,L,-98
12/25/2022,PHI@NYK,James Harden,PHI,Reb,U,-141,141,100,W,100
12/25/2022,PHI@NYK,Joel Embiid,PHI,Pts,O,-110,110,100,W,100
12/25/2022,PHI@NYK,Shake Milton,PHI,Pts,U,-110,110,100,W,100
12/25/2022,LAL@DAL,Dwight Powell,DAL,Reb,U,-110,110,100,L,-110
12/25/2022,LAL@DAL,Luka Doncic,DAL,Reb,U,100,100,100,L,-100
12/25/2022,LAL@DAL,Reggie Bullock,DAL,Pts,U,-110,110,100,L,-110
12/25/2022,LAL@DAL,Tim Hardaway Jr.,DAL,Pts,U,-105,105,100,L,-105
12/25/2022,LAL@DAL,Tim Hardaway Jr.,DAL,Ast,U,-109,109,100,W,100
12/25/2022,LAL@DAL,Austin Reaves,LAL,Pts,U,-108,108,100,L,-108
12/25/2022,LAL@DAL,LeBron James,LAL,Reb,U,102,98,100,W,100
12/25/2022,MIL@BOS,Al Horford,BOS,Pts,U,-113,113,100,L,-113
12/25/2022,MIL@BOS,Al Horford,BOS,Ast,U,117,85,100,W,100
12/25/2022,MIL@BOS,Al Horford,BOS,Reb,U,-120,120,100,W,100
12/25/2022,MIL@BOS,Jaylen Brown,BOS,Reb,O,-118,118,100,L,-118
12/25/2022,MIL@BOS,Jayson Tatum,BOS,Ast,U,-140,140,100,L,-140
12/25/2022,MIL@BOS,Bobby Portis,MIL,Ast,U,180,56,100,L,-56
12/25/2022,MIL@BOS,Pat Connaughton,MIL,Ast,U,115,87,100,L,-87
12/25/2022,MEM@GSW,Donte DiVincenzo,GSW,Pts,U,-125,125,100,L,-125
12/25/2022,MEM@GSW,Draymond Green,GSW,Pts,U,105,95,100,W,100
12/25/2022,MEM@GSW,Jordan Poole,GSW,Pts,U,-125,125,100,L,-125
12/25/2022,MEM@GSW,Kevon Looney,GSW,Pts,U,100,100,100,W,100
12/25/2022,MEM@GSW,Brandon Clarke,MEM,Reb,U,-110,110,100,L,-110
12/25/2022,MEM@GSW,Ja Morant,MEM,Reb,U,110,91,100,L,-91
12/25/2022,PHX@DEN,Aaron Gordon,DEN,Ast,U,115,87,100,L,-87
12/25/2022,PHX@DEN,Aaron Gordon,DEN,Reb,U,-120,120,100,L,-120
12/25/2022,PHX@DEN,Bones Hyland,DEN,Ast,U,-130,130,100,W,100
12/25/2022,PHX@DEN,Bones Hyland,DEN,Reb,U,150,67,100,L,-67
12/25/2022,PHX@DEN,Bruce Brown,DEN,Pts,U,-115,115,100,W,100
12/25/2022,PHX@DEN,Bruce Brown,DEN,Ast,U,-135,135,100,W,100
12/25/2022,PHX@DEN,Bruce Brown,DEN,Reb,U,118,85,100,W,100
12/25/2022,PHX@DEN,Michael Porter Jr.,DEN,Ast,U,-145,145,100,W,100
12/25/2022,PHX@DEN,Nikola Jokic,DEN,Reb,U,110,91,100,L,-91
12/25/2022,PHX@DEN,Mikal Bridges,PHX,Reb,U,110,91,100,W,100
12/26/2022,BKN@CLE,Royce O'Neale,BKN,Ast,U,-150,150,100,L,-150
12/26/2022,BKN@CLE,Evan Mobley,CLE,Ast,U,-115,115,100,W,100
12/26/2022,BKN@CLE,Evan Mobley,CLE,Pts,U,-103,103,100,W,100
12/26/2022,LAC@DET,Alec Burks,DET,Ast,U,100,100,100,L,-100
12/26/2022,LAC@DET,Bojan Bogdanovic,DET,Reb,U,108,93,100,W,100
12/26/2022,LAC@DET,Jaden Ivey,DET,Ast,U,-114,114,100,L,-114
12/26/2022,LAC@DET,Jalen Duren,DET,Pts,U,-105,105,100,L,-105
12/26/2022,LAC@DET,Killian Hayes,DET,Pts,U,100,100,100,L,-100
12/26/2022,LAC@DET,Killian Hayes,DET,Reb,U,110,91,100,L,-91
12/26/2022,LAC@DET,Paul George,LAC,Ast,U,-105,105,100,L,-105
12/26/2022,MIN@MIA,Tyler Herro,MIA,Reb,U,116,86,100,W,100
12/26/2022,MIN@MIA,Anthony Edwards,MIN,Ast,U,-145,145,100,L,-145
12/26/2022,MIN@MIA,Anthony Edwards,MIN,Reb,U,-130,130,100,W,100
12/26/2022,MIN@MIA,D'Angelo Russell,MIN,Ast,U,-136,136,100,L,-136
12/26/2022,MIN@MIA,Jaden McDaniels,MIN,Ast,U,120,83,100,L,-83
12/26/2022,HOU@CHI,Ayo Dosunmu,CHI,Ast,U,-107,107,100,W,100
12/26/2022,HOU@CHI,Ayo Dosunmu,CHI,Reb,U,-122,122,100,W,100
12/26/2022,HOU@CHI,Coby White,CHI,Ast,U,-130,130,100,L,-130
12/26/2022,HOU@CHI,DeMar DeRozan,CHI,Reb,U,-109,109,100,W,100
12/26/2022,HOU@CHI,Nikola Vucevic,CHI,Pts,U,-106,106,100,W,100
12/26/2022,HOU@CHI,Nikola Vucevic,CHI,Reb,U,-105,105,100,W,100
12/26/2022,HOU@CHI,Patrick Williams,CHI,Ast,U,115,87,100,L,-87
12/26/2022,HOU@CHI,Patrick Williams,CHI,Reb,U,-136,136,100,L,-136
12/26/2022,HOU@CHI,Zach LaVine,CHI,Ast,U,100,100,100,L,-100
12/26/2022,HOU@CHI,Zach LaVine,CHI,Reb,U,104,96,100,W,100
12/26/2022,HOU@CHI,Alperen Sengun,HOU,Pts,U,-122,122,100,L,-122
12/26/2022,HOU@CHI,Alperen Sengun,HOU,Ast,U,100,100,100,L,-100
12/26/2022,HOU@CHI,Jalen Green,HOU,Pts,U,-108,108,100,L,-108
12/26/2022,HOU@CHI,Kevin Porter Jr.,HOU,Reb,U,125,80,100,L,-80
12/26/2022,IND@NOP,Andrew Nembhard,IND,Ast,U,-125,125,100,W,100
12/26/2022,IND@NOP,Myles Turner,IND,Pts,U,-110,110,100,W,100
12/26/2022,IND@NOP,Tyrese Haliburton,IND,Reb,U,-115,115,100,W,100
12/26/2022,IND@NOP,CJ McCollum,NOP,Pts,U,-106,106,100,W,100
12/26/2022,UTA@SAS,Keldon Johnson,SAS,Ast,U,114,88,100,L,-88
12/26/2022,UTA@SAS,Keldon Johnson,SAS,Reb,U,-129,129,100,W,100
12/26/2022,UTA@SAS,Jordan Clarkson,UTA,Reb,U,-110,110,100,L,-110
12/26/2022,UTA@SAS,Lauri Markkanen,UTA,Reb,U,-136,136,100,L,-136
12/26/2022,UTA@SAS,Malik Beasley,UTA,Reb,U,-145,145,100,L,-145
12/26/2022,CHA@POR,Gordon Hayward,CHA,Reb,U,120,83,100,L,-83
12/26/2022,CHA@POR,Kelly Oubre Jr.,CHA,Reb,U,-110,110,100,L,-110
12/26/2022,CHA@POR,Mason Plumlee,CHA,Pts,U,100,100,100,L,-100
12/26/2022,CHA@POR,PJ Washington,CHA,Reb,U,100,100,100,L,-100
12/26/2022,CHA@POR,Terry Rozier,CHA,Reb,U,-120,120,100,W,100
12/26/2022,CHA@POR,Anfernee Simons,POR,Reb,U,125,80,100,W,100
12/26/2022,CHA@POR,Jerami Grant,POR,Reb,U,110,91,100,L,-91
12/26/2022,CHA@POR,Jusuf Nurkic,POR,Ast,U,125,80,100,L,-80
12/26/2022,CHA@POR,Jusuf Nurkic,POR,Reb,U,-109,109,100,L,-109
12/27/2022,LAL@ORL,Dennis Schroder,LAL,Ast,U,-125,125,100,W,100
12/27/2022,LAL@ORL,LeBron James,LAL,Reb,U,-115,115,100,W,100
12/27/2022,LAL@ORL,Lonnie Walker IV,LAL,Reb,U,100,100,100,W,100
12/27/2022,LAL@ORL,Patrick Beverley,LAL,Ast,U,135,74,100,W,100
12/27/2022,LAL@ORL,Patrick Beverley,LAL,Reb,U,115,87,100,W,100
12/27/2022,LAL@ORL,Patrick Beverley,LAL,Pts,U,102,98,100,L,-98
12/27/2022,LAL@ORL,Cole Anthony,ORL,Pts,U,-110,110,100,W,100
12/27/2022,LAL@ORL,Markelle Fultz,ORL,Ast,U,-110,110,100,W,100
12/27/2022,LAL@ORL,Markelle Fultz,ORL,Pts,U,-103,103,100,L,-103
12/27/2022,LAL@ORL,Moritz Wagner,ORL,Ast,U,105,95,100,L,-95
12/27/2022,PHI@WAS,James Harden,PHI,Reb,U,-145,145,100,L,-145
12/27/2022,PHI@WAS,Joel Embiid,PHI,Pts,O,-106,106,100,W,100
12/27/2022,PHI@WAS,Shake Milton,PHI,Pts,U,106,94,100,W,100
12/27/2022,PHI@WAS,Tobias Harris,PHI,Pts,U,-120,120,100,W,100
12/27/2022,PHI@WAS,Bradley Beal,WAS,Reb,U,-154,154,100,W,100
12/27/2022,PHI@WAS,Kristaps Porzingis,WAS,Pts,U,-106,106,100,L,-106
12/27/2022,PHI@WAS,Kyle Kuzma,WAS,Reb,U,-132,132,100,L,-132
12/27/2022,ATL@IND,Dejounte Murray,ATL,Ast,U,-127,127,100,W,100
12/27/2022,ATL@IND,Dejounte Murray,ATL,Reb,U,110,91,100,W,100
12/27/2022,ATL@IND,Trae Young,ATL,Ast,O,-112,112,100,W,100
12/27/2022,ATL@IND,Buddy Hield,IND,Ast,U,102,98,100,W,100
12/27/2022,ATL@IND,Myles Turner,IND,Pts,U,-105,105,100,L,-105
12/27/2022,HOU@BOS,Al Horford,BOS,Pts,U,-105,105,100,W,100
12/27/2022,HOU@BOS,Al Horford,BOS,Ast,U,-115,115,100,W,100
12/27/2022,HOU@BOS,Al Horford,BOS,Reb,U,-140,140,100,W,100
12/27/2022,HOU@BOS,Jaylen Brown,BOS,Ast,U,-115,115,100,W,100
12/27/2022,HOU@BOS,Jayson Tatum,BOS,Ast,U,130,77,100,L,-77
12/27/2022,HOU@BOS,Jayson Tatum,BOS,Reb,U,-110,110,100,L,-110
12/27/2022,HOU@BOS,Alperen Sengun,HOU,Ast,U,-105,105,100,W,100
12/27/2022,HOU@BOS,Jabari Smith Jr.,HOU,Ast,U,150,67,100,L,-67
12/27/2022,HOU@BOS,Jalen Green,HOU,Pts,U,-120,120,100,L,-120
12/27/2022,LAC@TOR,Kawhi Leonard,LAC,Ast,U,-104,104,100,L,-104
12/27/2022,LAC@TOR,Norman Powell,LAC,Ast,U,110,91,100,L,-91
12/27/2022,LAC@TOR,Paul George,LAC,Ast,U,-160,160,100,W,100
12/27/2022,LAC@TOR,Fred VanVleet,TOR,Pts,U,-102,102,100,W,100
12/27/2022,PHX@MEM,Brandon Clarke,MEM,Reb,U,104,96,100,L,-96
12/27/2022,PHX@MEM,Ja Morant,MEM,Reb,U,-104,104,100,W,100
12/27/2022,SAS@OKC,Josh Giddey,OKC,Ast,U,-104,104,100,L,-104
12/27/2022,SAS@OKC,Josh Giddey,OKC,Reb,U,-107,107,100,W,100
12/27/2022,SAS@OKC,Luguentz Dort,OKC,Ast,U,-140,140,100,W,100
12/27/2022,SAS@OKC,Shai Gilgeous-Alexander,OKC,Reb,U,-131,131,100,L,-131
12/27/2022,SAS@OKC,Shai Gilgeous-Alexander,OKC,Ast,U,120,83,100,L,-83
12/27/2022,NYK@DAL,Luka Doncic,DAL,Reb,U,-132,132,100,L,-132
12/27/2022,NYK@DAL,Spencer Dinwiddie,DAL,Pts,U,-105,105,100,L,-105
12/27/2022,NYK@DAL,Mitchell Robinson,NYK,Ast,U,155,65,100,L,-65
12/27/2022,CHA@GSW,Gordon Hayward,CHA,Reb,U,130,77,100,L,-77
12/27/2022,CHA@GSW,LaMelo Ball,CHA,Ast,O,100,100,100,L,-100
12/27/2022,CHA@GSW,Mason Plumlee,CHA,Pts,U,100,100,100,W,100
12/27/2022,CHA@GSW,Terry Rozier,CHA,Pts,U,-115,115,100,W,100
12/27/2022,CHA@GSW,Donte DiVincenzo,GSW,Pts,U,-115,115,100,W,100
12/27/2022,CHA@GSW,Kevon Looney,GSW,Pts,U,112,89,100,L,-89
12/27/2022,DEN@SAC,Michael Porter Jr.,DEN,Ast,U,-150,150,100,L,-150
12/27/2022,DEN@SAC,Keegan Murray,SAC,Reb,U,-110,110,100,W,100
12/28/2022,ORL@DET,Alec Burks,DET,Ast,U,-190,190,100,L,-190
12/28/2022,ORL@DET,Alec Burks,DET,Reb,U,-105,105,100,W,100
12/28/2022,ORL@DET,Bojan Bogdanovic,DET,Reb,U,117,85,100,W,100
12/28/2022,ORL@DET,Isaiah Stewart,DET,Reb,U,-127,127,100,W,100
12/28/2022,ORL@DET,Jaden Ivey,DET,Ast,U,105,95,100,L,-95
12/28/2022,ORL@DET,Jaden Ivey,DET,Reb,U,110,91,100,L,-91
12/28/2022,ORL@DET,Jalen Duren,DET,Pts,U,-106,106,100,W,100
12/28/2022,ORL@DET,Killian Hayes,DET,Pts,U,-112,112,100,W,100
12/28/2022,ORL@DET,Killian Hayes,DET,Ast,U,120,83,100,W,100
12/28/2022,ORL@DET,Killian Hayes,DET,Reb,U,106,94,100,W,100
12/28/2022,ORL@DET,Cole Anthony,ORL,Ast,U,152,66,100,L,-66
12/28/2022,ORL@DET,Cole Anthony,ORL,Reb,U,135,74,100,L,-74
12/28/2022,ORL@DET,Franz Wagner,ORL,Ast,U,114,88,100,L,-88
12/28/2022,ORL@DET,Moritz Wagner,ORL,Ast,U,110,91,100,W,100
12/28/2022,ORL@DET,Wendell Carter Jr.,ORL,Ast,U,150,67,100,W,100
12/28/2022,PHX@WAS,Kyle Kuzma,WAS,Reb,U,-135,135,100,W,100
12/28/2022,BKN@ATL,Dejounte Murray,ATL,Reb,U,-101,101,100,L,-101
12/28/2022,BKN@ATL,Ben Simmons,BKN,Pts,U,-112,112,100,L,-112
12/28/2022,BKN@ATL,Kyrie Irving,BKN,Ast,U,-105,105,100,L,-105
12/28/2022,BKN@ATL,Royce O'Neale,BKN,Ast,U,-140,140,100,W,100
12/28/2022,BKN@ATL,Yuta Watanabe,BKN,Pts,U,-120,120,100,W,100
12/28/2022,LAL@MIA,Lonnie Walker IV,LAL,Pts,U,-110,110,100,W,100
12/28/2022,LAL@MIA,Patrick Beverley,LAL,Pts,U,-105,105,100,W,100
12/28/2022,MIL@CHI,DeMar DeRozan,CHI,Reb,U,-135,135,100,L,-135
12/28/2022,MIL@CHI,Nikola Vucevic,CHI,Ast,U,110,91,100,L,-91
12/28/2022,MIL@CHI,Nikola Vucevic,CHI,Reb,U,-110,110,100,L,-110
12/28/2022,MIL@CHI,Patrick Williams,CHI,Ast,U,110,91,100,L,-91
12/28/2022,MIL@CHI,Bobby Portis,MIL,Ast,U,100,100,100,W,100
12/28/2022,MIL@CHI,Jevon Carter,MIL,Ast,U,145,69,100,W,100
12/28/2022,MIN@NOP,Anthony Edwards,MIN,Ast,U,-143,143,100,W,100
12/28/2022,MIN@NOP,D'Angelo Russell,MIN,Ast,U,-115,115,100,W,100
12/28/2022,MIN@NOP,CJ McCollum,NOP,Ast,U,-125,125,100,W,100
12/28/2022,MIN@NOP,Jonas Valanciunas,NOP,Ast,U,120,83,100,L,-83
12/28/2022,DEN@SAC,De'Aaron Fox,SAC,Ast,U,110,91,100,L,-91
12/28/2022,DEN@SAC,De'Aaron Fox,SAC,Reb,U,-105,105,100,W,100
12/28/2022,DEN@SAC,Harrison Barnes,SAC,Reb,U,-120,120,100,W,100
12/28/2022,DEN@SAC,Keegan Murray,SAC,Pts,U,-120,120,100,W,100
12/28/2022,DEN@SAC,Keegan Murray,SAC,Reb,U,120,83,100,W,100
12/28/2022,DEN@SAC,Kevin Huerter,SAC,Ast,U,120,83,100,W,100
12/28/2022,UTA@GSW,Donte DiVincenzo,GSW,Reb,U,110,91,100,W,100
12/28/2022,UTA@GSW,Draymond Green,GSW,Pts,U,105,95,100,W,100
12/28/2022,UTA@GSW,Kevon Looney,GSW,Pts,U,-113,113,100,W,100
12/28/2022,UTA@GSW,Kevon Looney,GSW,Reb,U,-139,139,100,L,-139
12/28/2022,UTA@GSW,Jarred Vanderbilt,UTA,Pts,U,107,93,100,L,-93
12/28/2022,UTA@GSW,Jarred Vanderbilt,UTA,Reb,U,-121,121,100,L,-121
